control,r_samehh
'499972720347','1'
'499974410244','1'
'499974590144','1'
'499974590441','1'
'499974670144','1'
'499974670441','1'
'499974740244','2'
'499974820244','2'
'499974900244','2'
'499975778284','2'
'499975850141','1'
'499976800144','2'
'499976800441','1'
'499976980144','1'
'499976980441','1'
'499977720145','2'
'499977720442','2'
'499977800145','1'
'499977800442','1'
'499977820247','1'
'499977828281','1'
'499977900247','1'
'499977980145','2'
'499977980442','2'
'499977980848','2'
'499977981242','2'
'499977981648','2'
'499979780242','2'
'499979830341','1'
'499979860242','1'
'499979860648','1'
'499979910341','2'
'499979940242','1'
'499980750146','1'
'499980750443','2'
'499980830443','2'
'499980910146','1'
'499980910443','2'
'499981910341','1'
'499982620143','1'
'499982620440','1'
'499982850345','2'
'499982858082','1'
'499982880147','1'
'499982880444','1'
'499982930345','1'
'499982950243','2'
'499982960147','1'
'499982960444','1'
'499985890341','1'
'499985970341','1'
'499985990148','1'
'499986930341','1'
'499989960241','2'
'499991980541','1'
'499991988387','2'
'499991988981','2'
'499991989187','1'
'499991989484','2'
'499992780347','1'
'499992788084','2'
'499992860142','2'
'499992860347','2'
'499992940142','2'
'499992940347','1'
'499993740141','1'
'499993820141','1'
'499993850142','2'
'499993900141','1'
'499993930142','2'
'499996940245','2'
'499997820341','1'
'499997870343','1'
'499997950343','1'
'499997958080','1'
'499997958189','1'
'499998690241','2'
'499998760341','1'
'499998840341','1'
'499998920341','1'
'499999890244','2'
'500006170140','1'
'500006330140','1'
'500006580140','2'
'500007190148','1'
'500007350148','1'
'500007500148','1'
'500008170248','1'
'500008760141','1'
'500008920141','2'
'500009130148','1'
'500009390148','2'
'500013150140','1'
'500013310140','1'
'500014150142','1'
'500014170140','1'
'500014310142','1'
'500014580140','1'
'500014710242','1'
'500019770141','1'
'500021740144','1'
'500022790149','1'
'500022950149','1'
'500023170143','1'
'500026190140','1'
'500028130140','1'
'500028140144','2'
'500028390140','2'
'500028550144','2'
'500029580149','1'
'500029710147','1'
'500031100143','1'
'500031130147','2'
'500032100147','1'
'500032360147','2'
'500033780143','1'
'500035100149','1'
'500037320143','1'
'500040320149','2'
'500041120142','1'
'500045740142','2'
'500048760148','2'
'500049300149','2'
'500056180140','1'
'500056340140','1'
'500056340249','2'
'500059700145','1'
'500065190143','1'
'500066100148','1'
'500067980144','1'
'500069160140','2'
'500069160249','2'
'500071140140','1'
'500074120143','2'
'500075370240','1'
'500086180144','1'
'500086340144','1'
'500087360148','2'
'500092930145','2'
'500094150143','2'
'500094560143','2'
'500094970243','1'
'500094970540','2'
'500103700143','1'
'500103750144','2'
'500107110146','2'
'500107170148','1'
'500107370146','1'
'500107520146','1'
'500107520443','1'
'500114120145','1'
'500114380145','2'
'500118180146','1'
'500118340146','1'
'500118370142','2'
'500120190145','1'
'500120310146','1'
'500120350145','1'
'500120500145','2'
'500121300142','2'
'500121310141','1'
'500126170140','1'
'500126580140','1'
'500127320149','1'
'500129930143','1'
'500132160341','2'
'500135700141','1'
'500136330141','2'
'500138130149','2'
'500138540149','1'
'500138950140','1'
'500141380148','1'
'500143390149','1'
'500143520345','2'
'500144320149','1'
'500144570149','1'
'500144720140','2'
'500144930148','1'
'500144980140','1'
'500150550148','2'
'500152190147','1'
'500152500147','2'
'500152750247','1'
'500153730147','2'
'500157720141','1'
'500158170146','2'
'500158330146','1'
'500162350147','1'
'500167770146','1'
'500168190146','2'
'500168190147','1'
'500168350146','2'
'500169700143','1'
'500169960143','2'
'500173110143','2'
'500173370143','2'
'500173520143','2'
'500174980147','2'
'500177340240','2'
'500177770141','2'
'500181160149','1'
'500181320149','1'
'500181570149','1'
'500181720140','1'
'500185700144','1'
'500188380142','1'
'500196310149','2'
'500196920144','2'
'500199150140','1'
'500202790143','1'
'500204560242','1'
'500204770143','2'
'500204970342','2'
'500205150142','1'
'500206190143','1'
'500206350143','1'
'500207170146','1'
'500207330146','1'
'500211190149','1'
'500216180143','1'
'500216340143','2'
'500218100140','2'
'500218510140','2'
'500220180245','1'
'500223180147','1'
'500225120246','2'
'500226750143','1'
'500228160242','2'
'500229110145','1'
'500229520145','1'
'500230720147','1'
'500231760142','1'
'500232100141','1'
'500232360141','2'
'500234960148','2'
'500239160346','1'
'500239720149','2'
'500239980149','2'
'500240780146','1'
'500243320149','1'
'500243330142','1'
'500243580142','1'
'500243740144','1'
'500245710144','1'
'500246790146','1'
'500247140149','1'
'500247300149','2'
'500247550149','1'
'500247960140','2'
'500250770147','1'
'500250930147','1'
'500258160143','1'
'500260340142','2'
'500261140144','1'
'500261300144','1'
'500261760149','1'
'500261920149','1'
'500262100147','2'
'500264370142','2'
'500264580243','1'
'500267910144','1'
'500268160145','1'
'500268360143','2'
'500269500143','2'
'500270300146','1'
'500273360140','1'
'500276940148','1'
'500277590142','1'
'500281100148','1'
'500281110146','1'
'500281360148','1'
'500281520146','2'
'500281760141','1'
'500282160141','1'
'500282320141','2'
'500282570141','1'
'500284330140','1'
'500284330249','1'
'500286120147','1'
'500286170149','2'
'500289110147','2'
'500289370147','1'
'500292740142','1'
'500293180147','1'
'500293340147','1'
'500294190146','2'
'500294350146','2'
'500294500146','2'
'500295130149','1'
'500295390149','1'
'500295950140','2'
'500297300146','2'
'500302150149','1'
'500302710140','2'
'500302710249','1'
'500303130145','2'
'500303390145','1'
'500303730140','1'
'500303990140','1'
'500305330348','1'
'500306310149','2'
'500306560149','2'
'500306970140','1'
'500309780145','2'
'500312970144','1'
'500312970441','2'
'500313120140','2'
'500313380140','1'
'500315190143','1'
'500315350143','1'
'500317520246','2'
'500319710140','1'
'500319970140','1'
'500321510143','1'
'500327310241','2'
'500328140141','1'
'500328550141','1'
'500329170246','2'
'500333180141','2'
'500334140146','1'
'500334190141','1'
'500334350141','1'
'500334500141','1'
'500335730147','1'
'500336700149','1'
'500339120140','1'
'500339380140','1'
'500345150144','1'
'500349150145','2'
'500351300149','1'
'500351550149','2'
'500355110147','2'
'500355190143','1'
'500355370147','1'
'500356120140','2'
'500356120148','2'
'500356380140','1'
'500356380148','1'
'500358990144','2'
'500359750149','1'
'500363150148','2'
'500365180140','2'
'500365340140','1'
'500367160348','2'
'500369190143','1'
'500369500143','1'
'500372360140','1'
'500373350141','2'
'500374130146','1'
'500374390146','1'
'500375750147','1'
'500375910147','1'
'500379300147','2'
'500380180149','2'
'500380590149','1'
'500380900140','2'
'500381170145','1'
'500382160142','2'
'500384780143','1'
'500384940143','2'
'500387900147','2'
'500388390140','1'
'500389380244','1'
'500389380541','1'
'500389910149','1'
'500407150148','2'
'500407150445','2'
'500407150742','2'
'500407780144','2'
'500410180143','2'
'500410590143','2'
'500411120147','1'
'500411530147','2'
'500412370141','2'
'500418750148','1'
'500418910148','2'
'500420170147','1'
'500423170141','1'
'500423550145','2'
'500424180242','2'
'500424190140','1'
'500426100146','1'
'500426510146','1'
'500430770144','2'
'500430930144','1'
'500431180143','1'
'500431340143','2'
'500431590143','1'
'500433330144','1'
'500434180148','2'
'500434340148','1'
'500435140147','2'
'500435300147','1'
'500435550147','2'
'500438190147','1'
'500439360144','1'
'500440140149','2'
'500440300149','1'
'500440550149','1'
'500440700140','1'
'500442790142','1'
'500444340149','1'
'500450520245','1'
'500451330149','2'
'500451340141','1'
'500451730140','1'
'500454370145','1'
'500458520344','1'
'500461380149','2'
'500464580248','1'
'500468160143','1'
'500468570143','1'
'500468980243','1'
'500472380144','1'
'500472700142','2'
'500473120148','1'
'500474720143','1'
'500479340141','2'
'500483790143','2'
'500485100147','1'
'500486120241','2'
'500489160146','2'
'500489320146','1'
'500489570146','1'
'500492110148','2'
'500492370148','2'
'500493750141','1'
'500494770149','1'
'500494790147','1'
'500497740144','1'
'500497900144','2'
'500499770149','1'
'500500520142','2'
'500502130146','1'
'500502390146','1'
'500503380343','2'
'500503380640','1'
'500503380749','2'
'500503940146','1'
'500504180143','1'
'500504340143','1'
'500506740148','2'
'500508310146','2'
'500509370149','1'
'500510120148','1'
'500510160146','1'
'500511140145','1'
'500511300145','1'
'500511550145','2'
'500512780143','2'
'500513140146','1'
'500521330143','2'
'500525370248','2'
'500527710141','1'
'500527970141','1'
'500529170140','1'
'500529730240','1'
'500530300148','1'
'500532120142','1'
'500532380142','2'
'500534350140','1'
'500536520344','1'
'500536710143','1'
'500536770147','2'
'500536930147','1'
'500542180145','2'
'500542340145','1'
'500542590145','2'
'500543130146','1'
'500543390146','1'
'500545360143','2'
'500546150149','1'
'500546310149','1'
'500546740147','1'
'500546900147','1'
'500548360148','1'
'500548510148','1'
'500550110148','2'
'500550370148','1'
'500553190149','1'
'500553350149','2'
'500553500149','1'
'500553750140','1'
'500553910140','1'
'500557160144','1'
'500557320144','1'
'500558500148','2'
'500560380148','1'
'500564780141','1'
'500566140146','1'
'500572780149','1'
'500574740146','1'
'500575130140','1'
'500575170145','2'
'500575330145','1'
'500576160140','1'
'500577150143','2'
'500577310143','1'
'500580170140','1'
'500583770149','1'
'500586110141','2'
'500587140148','1'
'500590180140','1'
'500590180145','1'
'500590340140','2'
'500591300243','1'
'500593370245','2'
'500593930345','1'
'500596150146','1'
'500596310146','1'
'500596560146','1'
'500597160146','1'
'500600170149','1'
'500600330149','1'
'500600730140','1'
'500602150144','2'
'500602310144','2'
'500603110145','1'
'500607750146','1'
'500611130145','2'
'500611930144','1'
'500615360147','2'
'500616320140','2'
'500617150346','2'
'500617150643','2'
'500618100145','1'
'500618510145','1'
'500619730143','1'
'500620730141','1'
'500629370145','1'
'500629920141','2'
'500631330145','2'
'500633180146','1'
'500633340146','1'
'500635100140','1'
'500635510140','1'
'500638120145','1'
'500638380145','2'
'500638380442','2'
'500638380848','1'
'500638530145','1'
'500641160140','1'
'500641170242','2'
'500645110144','2'
'500649140149','1'
'500650100147','1'
'500650180146','2'
'500650340146','1'
'500650360147','2'
'500650590146','1'
'500651190145','1'
'500651350145','1'
'500651360140','1'
'500652350147','1'
'500653120144','1'
'500653170146','2'
'500653530144','2'
'500653790145','2'
'500654170146','1'
'500654330146','1'
'500654720142','2'
'500655700149','2'
'500656780145','2'
'500656940145','1'
'500657320240','1'
'500657700145','1'
'500659520245','1'
'500661540240','1'
'500662300141','2'
'500664790146','1'
'500664950146','1'
'500667330145','1'
'500667580145','1'
'500671300142','1'
'500671550142','1'
'500676140143','1'
'500679510145','1'
'500680790144','1'
'500681180247','1'
'500681390142','1'
'500682730144','2'
'500682990144','1'
'500683360147','2'
'500685390141','2'
'500685540141','1'
'500686380147','1'
'500686530147','1'
'500687790149','1'
'500693160148','1'
'500693570148','1'
'500700180143','1'
'500700340143','2'
'500714770146','2'
'500716110147','2'
'500716520147','2'
'500717980148','1'
'500721110142','1'
'500721370142','1'
'500729130141','2'
'500729540141','1'
'500736380143','2'
'500736530143','1'
'500737370241','1'
'500743190145','2'
'500743740144','2'
'500743900144','1'
'500750100144','2'
'500751740145','1'
'500753380144','1'
'500755710143','1'
'500757180242','2'
'500757550146','1'
'500758130142','1'
'500763150247','2'
'500763150544','2'
'500763530143','1'
'500767110149','1'
'500767370149','2'
'500767770140','1'
'500772960142','2'
'500773330447','1'
'500776750141','1'
'500777130143','1'
'500777540143','1'
'500778110142','1'
'500778300140','1'
'500778370142','1'
'500778520142','2'
'500782150143','1'
'500783160146','1'
'500783320146','1'
'500789750148','2'
'500789910148','1'
'500790750147','1'
'500790910147','2'
'500791180146','1'
'500791340146','1'
'500792730147','1'
'500793130149','1'
'500793390149','1'
'500795130144','1'
'500795390144','1'
'500795540144','1'
'500796160149','1'
'500796570149','1'
'500799110149','2'
'500799370149','1'
'500800130149','1'
'500804310142','2'
'500804370140','2'
'500805180146','2'
'500805590146','1'
'500807100144','1'
'500809150142','1'
'500809310142','1'
'500809790146','2'
'500810580342','1'
'500813130144','2'
'500814100143','2'
'500816160141','2'
'500816320141','1'
'500822520241','2'
'500824160140','2'
'500824320140','2'
'500824570140','1'
'500827770146','1'
'500832170149','1'
'500834160141','1'
'500834320141','1'
'500837190140','2'
'500839170146','1'
'500839330146','1'
'500839580146','1'
'500839730246','1'
'500841180242','1'
'500845100147','1'
'500846710144','1'
'500847190142','1'
'500848160149','1'
'500848320149','1'
'500848720140','1'
'500849180143','2'
'500849180147','2'
'500850370143','2'
'500851330244','2'
'500851580244','2'
'500853130142','1'
'500853330149','2'
'500853540142','2'
'500853580149','1'
'500853730140','1'
'500854380145','1'
'500855900143','2'
'500860190142','1'
'500864300342','1'
'500865300146','1'
'500868380140','1'
'500871100143','2'
'500871120148','1'
'500871510143','1'
'500873190145','2'
'500874150142','1'
'500874310142','1'
'500878170143','1'
'500878580143','1'
'500879160146','1'
'500879320146','1'
'500879330148','1'
'500880750144','2'
'500881310149','1'
'500882140145','1'
'500882180143','1'
'500883100141','1'
'500883110145','2'
'500889110148','1'
'500890340141','1'
'500890590141','1'
'500894190143','1'
'500894730141','1'
'500895140144','2'
'500898700148','1'
'500898740141','1'
'500898900141','1'
'500898960148','1'
'500903120142','1'
'500907790144','1'
'500909160146','1'
'500909320146','1'
'500910110142','1'
'500914560142','2'
'500921170143','1'
'500922110144','1'
'500922730149','1'
'500925360142','1'
'500927960146','1'
'500932720142','1'
'500932980142','1'
'500933130143','2'
'500933390143','1'
'500935100140','1'
'500935100249','1'
'500938710143','1'
'500939100145','2'
'500941170143','1'
'500941330143','1'
'500941580143','1'
'500942160147','1'
'500944370146','1'
'500944390142','1'
'500947190147','1'
'500948390145','1'
'500950740143','2'
'500951160147','2'
'500951320147','1'
'500952760144','1'
'500953130147','1'
'500953390147','1'
'500954340141','2'
'500955180148','1'
'500958740141','1'
'500961390149','1'
'500961790140','1'
'500962120149','2'
'500962350148','1'
'500963190140','1'
'500963350140','1'
'500963500140','1'
'500965390143','1'
'500968160246','1'
'500969720141','2'
'500970190140','2'
'500970350140','2'
'500972330144','1'
'500972580144','2'
'500972580441','1'
'500974750141','2'
'500974910141','2'
'500979390148','2'
'500979540148','1'
'500982120142','1'
'500985160247','1'
'500986380247','1'
'500987960148','1'
'500988160140','1'
'500988320140','2'
'500988570140','1'
'500989150147','1'
'500989390142','1'
'500992130144','1'
'500992140140','2'
'500992140249','1'
'500992300140','1'
'500992390144','1'
'500992790148','2'
'500992950148','2'
'500997140140','2'
'501008380147','1'
'501008530147','1'
'501015910144','1'
'501019130147','1'
'501037590140','1'
'501044590245','2'
'501044590542','1'
'501045100148','1'
'501045510148','1'
'501051770147','1'
'501052160146','1'
'501052570146','1'
'501059150147','2'
'501067740141','1'
'501067900141','1'
'501086100141','1'
'501086510141','1'
'501092390448','1'
'501092390745','2'
'501094330140','1'
'501102390141','2'
'501102390547','1'
'501103160149','1'
'501103980140','2'
'501107130143','1'
'501107390143','2'
'501107390440','1'
'501107390549','1'
'501107390846','1'
'501107540143','1'
'501118100143','1'
'501129130149','2'
'501129540149','1'
'501129950140','1'
'501135160147','1'
'501135570147','1'
'501137770148','2'
'501137930148','2'
'501141550145','2'
'501142960146','1'
'501150320145','2'
'501150570145','1'
'501150720245','1'
'501152110144','1'
'501152520144','1'
'501158190143','1'
'501158500143','1'
'501168110143','1'
'501168370143','2'
'501168520143','1'
'501169160149','1'
'501169980140','1'
'501173390140','1'
'501173540140','1'
'501177130147','1'
'501196170146','1'
'501196580146','2'
'501206110140','2'
'501216510140','1'
'501226110149','1'
'501226140147','1'
'501226550147','1'
'501230510242','1'
'501234720145','1'
'501234980145','2'
'501238940146','2'
'501239920141','2'
'501243180146','1'
'501243590146','1'
'501243590443','1'
'501243920141','1'
'501250790144','2'
'501250950144','2'
'501258540244','1'
'501260950147','1'
'501261780146','1'
'501261940146','1'
'501269110140','1'
'501269370140','1'
'501269520140','2'
'501272900148','1'
'501281120145','1'
'501281530145','1'
'501294370143','2'
'501294520143','2'
'501295150146','2'
'501295310146','2'
'501295560146','2'
'501300130142','1'
'501302170146','1'
'501303150142','2'
'501303350146','1'
'501303560142','1'
'501306170146','2'
'501306330146','1'
'501306580146','1'
'501309960142','1'
'501319170146','2'
'501319330146','1'
'501319580146','1'
'501321120140','1'
'501321530140','2'
'501336720146','1'
'501358750141','1'
'501358910141','1'
'501359930146','1'
'501375770144','1'
'501376500148','1'
'501379570144','1'
'501380100146','2'
'501380510146','1'
'501384300149','1'
'501384550149','1'
'501387760144','1'
'501396970147','2'
'501410100140','2'
'501410360140','1'
'501410510140','1'
'501416140141','1'
'501416550141','1'
'501423160142','1'
'501423320142','2'
'501425150141','2'
'501430950141','1'
'501431100140','2'
'501431510140','2'
'501433390240','1'
'501433390349','1'
'501433390646','2'
'501434100145','1'
'501435160144','2'
'501435320144','1'
'501438190140','1'
'501438500140','1'
'501447920146','2'
'501468180140','1'
'501468340140','1'
'501468590140','1'
'501474180149','2'
'501474590149','2'
'501483150149','1'
'501483560149','2'
'501489180143','2'
'501489590143','2'
'501492130145','2'
'501493520147','1'
'501494790146','1'
'501494970144','1'
'501502560143','1'
'501504510140','1'
'501508170143','2'
'501508580143','1'
'501512550149','2'
'501512960140','1'
'501515560145','1'
'501521500140','2'
'501525130245','2'
'501530570145','2'
'501536390341','1'
'501536390747','2'
'501536790144','2'
'501548120145','1'
'501548530145','2'
'501550540145','1'
'501553370146','1'
'501558520145','1'
'501577730147','2'
'501583540343','1'
'501583950146','1'
'501589520241','2'
'501600190146','1'
'501618710147','2'
'501618970147','1'
'501622730147','1'
'501629380147','1'
'501633100143','2'
'501633510143','1'
'501650150142','1'
'501650560142','1'
'501653550141','1'
'501654190143','2'
'501655980146','1'
'501656960142','1'
'501659390242','1'
'501659390648','2'
'501659390945','1'
'501664970143','1'
'501670900141','1'
'501682750141','1'
'501693180145','1'
'501700100140','1'
'501700510140','1'
'501733920149','1'
'501743760141','2'
'501743920141','1'
'501755170149','1'
'501755580149','1'
'501757590344','2'
'501763140140','2'
'501763300140','2'
'501763550140','1'
'501790770144','1'
'501792910144','2'
'501799130146','2'
'501799540146','1'
'501818930148','1'
'501828930143','1'
'501828990147','2'
'501839350143','1'
'501839500143','1'
'501849360140','1'
'501849510140','2'
'501850130140','2'
'501850390140','2'
'501850540140','1'
'501853350146','1'
'501873110142','1'
'501873520142','2'
'501879500145','1'
'501880930141','1'
'501889130145','1'
'501894190147','1'
'501895160141','1'
'501895570141','1'
'501898100147','1'
'501903300248','1'
'501909920144','1'
'501910580149','1'
'501910990140','1'
'501929310149','1'
'501932340148','1'
'501932590148','1'
'501939530142','2'
'501941190140','1'
'501941350140','1'
'501941500140','1'
'501944130143','1'
'501944390143','1'
'501944540143','1'
'501948150142','1'
'501951340144','1'
'501954390149','1'
'501954790140','1'
'501954950140','1'
'501961150146','1'
'501961560146','1'
'501962520145','1'
'501969180147','1'
'501969590147','1'
'501974110147','1'
'501974370147','2'
'501974520147','2'
'501997520244','1'
'502051950144','2'
'502089740147','2'
'502103340146','1'
'502107150140','1'
'502107560140','2'
'502129310146','1'
'502137790145','1'
'502141320142','2'
'502150180142','2'
'502150340142','2'
'502168130140','1'
'502168540140','1'
'502169340146','1'
'502194790148','1'
'502196300147','1'
'502238700143','2'
'502239120147','2'
'502239380147','2'
'502239530147','2'
'502243380147','1'
'502248700148','1'
'502261960143','1'
'502267390147','1'
'502294130140','1'
'502294390140','2'
'502294540140','1'
'502295170143','1'
'502295330143','1'
'502302350143','1'
'502306190143','1'
'502319190143','1'
'502319350143','2'
'502319500143','1'
'502336740143','1'
'502346510147','2'
'502357180241','2'
'502358370147','1'
'502358520147','1'
'502375950141','2'
'502379180141','1'
'502379340141','2'
'502383710147','2'
'502435180141','2'
'502447780143','1'
'502459750147','1'
'502482780149','1'
'502493390144','1'
'502497380147','2'
'502502330140','1'
'502512320146','1'
'502512750147','2'
'502515330142','2'
'502548140142','2'
'502548300142','1'
'502550310142','1'
'502553130143','1'
'502558390142','2'
'502558540142','2'
'502577750144','2'
'502579760148','1'
'502579920148','1'
'502618730144','1'
'502622300149','1'
'502622700140','1'
'502641770148','1'
'502641930148','1'
'502657340148','1'
'502664730140','2'
'502687730143','1'
'502733780146','1'
'502743380147','2'
'502751380148','2'
'502755350146','1'
'502757780148','1'
'502790790141','1'
'502790950141','1'
'502799310143','1'
'502818790145','1'
'502828750144','1'
'502828790140','1'
'502839370140','1'
'502889150142','1'
'502894370144','1'
'502910350146','1'
'502927180149','1'
'502927590149','1'
'502929170146','2'
'502929580146','2'
'502932100145','2'
'502934510149','1'
'502934920140','1'
'502944150140','1'
'502944310140','1'
'502944560140','1'
'502974390144','2'
'502985780148','1'
'503045550142','1'
'503086550244','1'
'503089920144','1'
'503092330145','2'
'503129170143','1'
'503169100143','2'
'503169510143','1'
'503196160144','1'
'503238160149','1'
'503238570149','2'
'503238980140','1'
'503243140144','1'
'503250170147','2'
'503250330147','2'
'503250580147','1'
'503261160149','1'
'503261570149','2'
'503261720140','1'
'503261980140','1'
'503295190140','2'
'503302110140','1'
'503319110249','1'
'503319370140','1'
'503319520140','1'
'503336100149','1'
'503336360149','1'
'503336510149','1'
'503336760140','1'
'503358130144','1'
'503358390144','1'
'503383990144','1'
'503389710140','2'
'503389970140','2'
'503447140149','2'
'503447960140','2'
'503459930144','1'
'503482960146','1'
'503493560141','1'
'503494190147','1'
'503494500147','1'
'503494580149','2'
'503497140144','2'
'503497550144','2'
'503512590143','1'
'503517960145','2'
'503572180149','1'
'503577930141','1'
'503583170149','2'
'503583580149','1'
'503589970147','1'
'503593730148','1'
'503618910141','1'
'503622160146','1'
'503641790145','2'
'503641950145','2'
'503670120144','1'
'503687190149','1'
'503687500149','2'
'503687910140','1'
'503711750144','2'
'503733960143','2'
'503751140145','2'
'503751550145','1'
'503755110143','1'
'503755520143','2'
'503790150147','2'
'503809900144','2'
'503818970142','1'
'503828560146','2'
'503848980147','2'
'503853350242','1'
'503896780147','1'
'503910110143','2'
'503926910148','1'
'503929350143','2'
'504089780141','1'
'504129350140','1'
'504194730142','1'
'504196340141','2'
'504220720147','2'
'504238340146','1'
'504248740142','1'
'504258750147','2'
'504261590146','1'
'504267330141','2'
'504281340245','1'
'504336120146','1'
'504336380146','2'
'504336530146','2'
'504348980142','1'
'504357940147','2'
'504358150141','1'
'504358310141','1'
'504383750141','2'
'504389170146','2'
'504447320146','1'
'504494350146','2'
'504494370144','1'
'504494500146','2'
'504512360140','1'
'504517720142','1'
'504577390147','2'
'504579700142','2'
'504589730144','1'
'504618370147','1'
'504622340143','1'
'504641710142','1'
'504649310147','1'
'504670140141','2'
'504670300141','2'
'504687370146','1'
'504711930141','1'
'504730740147','1'
'504730900147','1'
'504733720140','1'
'504751320142','1'
'504755390140','1'
'504809760141','2'
'504818330148','1'
'504828330143','1'
'504926770145','1'
'504926910147','1'
'504963730149','1'
'505045190145','1'
'505045500145','2'
'505129530146','1'
'505150150142','1'
'505150310142','1'
'505150560142','1'
'505169150146','2'
'505169560146','2'
'505194510345','1'
'505194920148','1'
'505248930148','1'
'505261930143','1'
'505267100147','2'
'505267510147','2'
'505267510444','1'
'505269510246','1'
'505269510543','2'
'505319160143','1'
'505319570143','2'
'505336710143','1'
'505336970143','1'
'505358590147','1'
'505383940147','1'
'505389920143','2'
'505434500142','1'
'505447910143','1'
'505459980147','2'
'505482910149','1'
'505493100144','2'
'505493510144','1'
'505494960141','2'
'505497500147','1'
'505502140140','1'
'505512130146','2'
'505515140142','2'
'505517910148','1'
'505548110142','1'
'505548520142','1'
'505550120142','1'
'505550530142','1'
'505558100142','1'
'505577980144','2'
'505579990148','2'
'505641900148','1'
'505670170147','2'
'505670580147','1'
'505687960143','1'
'505711700147','1'
'505730110241','1'
'505733910146','2'
'505751190148','1'
'505751500148','1'
'505755160146','1'
'505755570146','2'
'505809950147','1'
'505828510149','1'
'505828920140','1'
'505889530142','1'
'505929300146','2'
'505934330149','2'
'506045370142','1'
'506092550145','1'
'506129300143','1'
'506196390144','1'
'506248790145','2'
'506261390149','2'
'506261790140','2'
'506267380144','2'
'506319340140','1'
'506383700144','2'
'506389380149','1'
'506389780140','1'
'506447370149','1'
'506447770140','1'
'506459740144','2'
'506482770146','1'
'506494320147','1'
'506497370144','1'
'506517770145','2'
'506577740141','1'
'506579750145','1'
'506589780147','2'
'506670350144','1'
'506711980144','1'
'506733770143','1'
'506755340143','1'
'506828380146','1'
'506896910147','2'
'506926720148','1'
'506929160143','1'
'506934190146','2'
'507129160140','1'
'507129570140','2'
'507196150141','2'
'507196560141','1'
'507261560146','1'
'507447130146','1'
'507447540146','2'
'507494590144','1'
'507497540141','2'
'507517950142','1'
'507577100147','1'
'507577510147','1'
'507638960147','2'
'507670110141','2'
'507670520141','1'
'507730970147','1'
'507755100140','2'
'507828140143','1'
'507828550143','1'
'507846920148','1'
'508037790149','1'
'508248330148','1'
'508261330143','1'
'508319380243','2'
'508321730149','1'
'508389320143','2'
'508410710149','2'
'508517310148','1'
'508577380144','1'
'508579390148','1'
'508589720141','1'
'508638720144','1'
'508730730144','1'
'508828320140','1'
'508846780145','2'
'509037970146','1'
'509164710148','2'
'509248190145','1'
'509248500145','2'
'509261190140','1'
'509389590140','1'
'509517170145','1'
'509517580145','1'
'509577550141','1'
'509579150145','2'
'509638900141','1'
'509846960142','1'
'509896310147','1'
'510037330140','2'
'510164170142','1'
'510389760146','1'
'510497750141','2'
'510558360145','2'
'510649740147','1'
'510934990143','2'
'511497110147','1'
'511517930148','1'
'511558120142','2'
'512389700140','2'
'512494320149','2'
'512497390144','1'
'512517790145','1'
'512649780141','2'
'512896930147','1'
'512934110146','1'
'513389160146','2'
'513389570146','1'
'513497150141','2'
'513591960148','1'
'513638980147','2'
'513649550147','2'
'514494360143','2'
'514727170140','1'
'514896970141','1'
'515433790146','2'
'515727360146','2'
'516092560142','1'
'529031470144','2'
'529045420148','1'
'529046460149','2'
'529086910141','2'
'529144990146','2'
'529158410143','1'
'529281440145','2'
'529287480146','2'
'529306490146','2'
'529384460149','2'
'529384460446','1'
'529410420140','2'
'529410910140','2'
'529434420145','2'
'529434910145','2'
'529480490147','1'
'529486460347','1'
'529486460644','2'
'529486460941','2'
'529511480142','2'
'529550940145','2'
'529553920146','1'
'529555950149','2'
'529557470243','2'
'529600410146','2'
'529753950141','2'
'529793470146','2'
'529825420148','2'
'529832410146','2'
'529858410242','2'
'529865470245','2'
'529903460248','2'
'529903460545','2'
'529950420149','1'
'529982460248','1'
'529999400147','1'
'538037320149','2'
'538037570149','1'
'538037720140','1'
'539853310145','1'
'539853970245','1'
'539929710146','2'
'539929970146','1'
'540670510141','1'
'540701088084','1'
'540711730141','2'
'540711990141','2'
'540829008086','2'
'540853170348','2'
'540929170140','1'
'540929170249','1'
'541579530148','2'
'541711190147','1'
'541711350147','2'
'541853910148','1'
'542711110144','1'
'542711370144','2'
'542711520144','2'
'542853930145','2'
'543150700148','2'
'543150960148','1'
'543336550246','2'
'543357140147','2'
'543357550147','2'
'543579320142','1'
'543711540141','2'
'543853790142','1'
'544150720145','1'
'544357320144','1'
'544357570144','1'
'544853150148','1'
'544853310148','1'
'544853560148','2'
'544929710149','1'
'544929970149','1'
'545336020149','2'
'545357420141','1'
'545357750141','1'
'545357910141','2'
'545711180144','2'
'545711590144','1'
'545853740145','2'
'545853900145','1'
'546150440148','1'
'546150850148','1'
'546357600147','1'
'546711100141','1'
'546711360141','2'
'546711510141','2'
'546853920142','1'
'546929360240','2'
'547037150149','1'
'547150870145','1'
'547336060143','1'
'547357390144','1'
'547357540144','1'
'547357620144','1'
'547853380148','1'
'547929780149','2'
'547929940149','2'
'548150480142','1'
'548150890142','2'
'548357230141','1'
'548357640141','1'
'548853140145','1'
'548853300145','2'
'548853550145','2'
'548929700146','2'
'549150660148','1'
'549336400149','1'
'549336810149','1'
'549336990149','2'
'549357000147','1'
'549711320241','2'
'549711570241','1'
'549853160142','1'
'549853320142','2'
'549853570142','1'
