CONTROL,RCARP,RCLOT,RCOST,RGROC,RKIDC,RMEDI,ROTHE,RUTIL
'479242493155','-9','-9','-9','-9','-9','-9','-9','-9'
'479269320143','-9','-9','-9','-9','-9','-9','-9','-9'
'479281170148','-9','-9','-9','-9','-9','-9','-9','-9'
'479281330148','-9','-9','-9','-9','-9','-9','-9','-9'
'479321250143','-9','-9','-9','-9','-9','-9','-9','-9'
'479321660143','-9','-9','-9','-9','-9','-9','-9','-9'
'479336043059','-9','-9','-9','-9','-9','-9','-9','-9'
'479336113050','-9','-9','-9','-9','-9','-9','2','-9'
'479358700144','-9','-9','-9','-9','-9','-9','-9','-9'
'479358960144','-9','-9','-9','-9','-9','-9','-9','-9'
'479452520143','-9','-9','-9','-9','-9','-9','-9','-9'
'479482150243','-9','-9','-9','-9','-9','-9','-9','-9'
'479486190241','-9','-9','-9','-9','-9','-9','-9','-9'
'479500670142','-9','-9','-9','-9','-9','-9','-9','-9'
'479515100148','1','-9','-9','-9','-9','-9','2','-9'
'479515360148','-9','-9','-9','-9','-9','-9','-9','-9'
'479515510148','-9','-9','-9','-9','-9','-9','-9','-9'
'479550340148','-9','-9','-9','-9','-9','-9','-9','-9'
'479622810146','-9','-9','-9','-9','-9','-9','-9','-9'
'479638320247','-9','-9','-9','-9','-9','-9','-9','-9'
'479687760149','-9','-9','-9','-9','-9','-9','-9','-9'
'479751970145','-9','-9','-9','-9','-9','-9','-9','-9'
'479788300146','-9','-9','-9','-9','-9','-9','-9','-9'
'479788550146','-9','-9','-9','-9','-9','-9','-9','-9'
'479828720146','-9','-9','-9','-9','-9','-9','2','-9'
'479873160145','-9','-9','-9','-9','-9','-9','-9','-9'
'479903190142','-9','-9','-9','-9','-9','-9','-9','-9'
'479939250145','-9','-9','-9','-9','-9','-9','-9','-9'
'479939660145','-9','-9','-9','-9','-9','-9','-9','-9'
'479941140143','-9','-9','-9','-9','-9','-9','-9','-9'
'479941300143','-9','-9','-9','-9','-9','-9','2','-9'
'479941550143','-9','-9','-9','-9','-9','-9','-9','-9'
'479954010240','-9','-9','-9','-9','-9','-9','-9','-9'
'479954410143','-9','-9','-9','-9','-9','-9','-9','-9'
'479987370345','-9','-9','-9','-9','-9','-9','-9','-9'
'479987770148','-9','-9','-9','-9','-9','-9','2','-9'
'480015160141','-9','-9','-9','-9','-9','-9','-9','-9'
'480053870143','-9','-9','-9','-9','-9','-9','-9','-9'
'480185060147','-9','-9','-9','-9','-9','-9','-9','-9'
'480185390247','-9','-9','-9','-9','-9','-9','-9','-9'
'480194180148','-9','-9','-9','-9','-9','-9','2','-9'
'480206900149','-9','-9','-9','-9','-9','-9','-9','-9'
'480238500143','-9','-9','-9','-9','-9','-9','-9','-9'
'480242180148','-9','-9','-9','-9','-9','-9','-9','-9'
'480258033054','-9','-9','-9','-9','-9','-9','-9','-9'
'480258760144','-9','-9','-9','-9','-9','-9','-9','-9'
'480261350143','-9','-9','-9','-9','-9','-9','-9','-9'
'480261500143','-9','-9','-9','-9','-9','-9','-9','-9'
'480269740149','-9','-9','-9','-9','-9','-9','-9','-9'
'480273750144','-9','-9','-9','-9','-9','-9','-9','-9'
'480321420149','-9','-9','-9','-9','-9','-9','-9','-9'
'480357870144','-9','-9','-9','-9','-9','-9','-9','-9'
'480383510147','-9','-9','-9','-9','-9','-9','-9','-9'
'480383760247','-9','-9','-9','-9','-9','-9','-9','-9'
'480389340143','-9','-9','-9','-9','-9','-9','-9','-9'
'480482730140','-9','-9','-9','-9','-9','-9','-9','-9'
'480482990140','-9','-9','-9','-9','-9','-9','-9','-9'
'480500840148','-9','-9','-9','-9','-9','-9','-9','-9'
'480558340242','-9','-9','-9','-9','-9','-9','-9','-9'
'480583843056','-9','-9','-9','-9','-9','-9','-9','-9'
'480594130148','-9','-9','-9','-9','-9','-9','-9','-9'
'480594210148','-9','-9','-9','-9','-9','-9','-9','-9'
'480622270140','-9','-9','-9','-9','-9','-9','2','-9'
'480730750144','-9','-9','-9','-9','-9','-9','2','-9'
'480733330146','-9','-9','-9','-9','-9','-9','-9','-9'
'480733580146','-9','-9','-9','-9','-9','-9','-9','-9'
'480749790140','-9','-9','-9','-9','-9','-9','-9','-9'
'480778760148','-9','-9','-9','-9','-9','-9','-9','-9'
'480822690147','-9','-9','-9','-9','-9','-9','2','-9'
'480987390142','-9','-9','-9','-9','-9','-9','-9','-9'
'481005960141','-9','-9','-9','-9','-9','-9','-9','-9'
'481037730146','-9','-9','-9','-9','-9','-9','-9','-9'
'481052970340','-9','-9','-9','-9','-9','-9','-9','-9'
'481053230149','-9','-9','-9','-9','-9','-9','-9','-9'
'481053480140','-9','-9','-9','-9','-9','-9','2','-9'
'481053640149','-9','-9','-9','-9','-9','-9','-9','-9'
'481086910147','-9','-9','-9','-9','-9','-9','-9','-9'
'481150313052','-9','-9','-9','-9','-9','-9','-9','-9'
'481194100145','-9','-9','-9','-9','-9','-9','-9','-9'
'481194360145','-9','-9','-9','-9','-9','-9','-9','-9'
'481238110140','-9','-9','-9','-9','-9','-9','-9','-9'
'481238370140','-9','-9','-9','-9','-9','-9','-9','-9'
'481238520140','-9','-9','-9','-9','-9','-9','-9','-9'
'481238770240','-9','-9','-9','-9','-9','-9','-9','-9'
'481242360145','-9','-9','-9','-9','-9','-9','-9','-9'
'481242510145','-9','-9','-9','-9','-9','-9','2','-9'
'481258780141','-9','-9','-9','-9','-9','-9','-9','-9'
'481258940141','-9','-9','-9','-9','-9','-9','-9','-9'
'481261110140','-9','-9','-9','-9','-9','-9','2','-9'
'481273770141','-9','-9','-9','-9','-9','-9','-9','-9'
'481273930141','-9','-9','-9','-9','-9','-9','-9','-9'
'481336230140','-9','-9','-9','-9','-9','-9','-9','-9'
'481336560140','-9','-9','-9','-9','-9','-9','-9','-9'
'481336640140','1','1','-9','1','-9','-9','2','-9'
'481336713053','-9','-9','-9','-9','-9','-9','-9','-9'
'481336973053','-9','-9','-9','-9','-9','-9','-9','-9'
'481357313151','-9','-9','-9','-9','-9','-9','2','-9'
'481357480141','-9','-9','-9','-9','-9','-9','-9','-9'
'481357890141','-9','-9','-9','-9','-9','-9','-9','-9'
'481389360140','-9','-9','-9','-9','-9','-9','-9','-9'
'481389510140','-9','-9','-9','-9','-9','-9','-9','-9'
'481389920240','-9','-9','-9','-9','-9','-9','-9','-9'
'481443970142','-9','-9','-9','-9','-9','-9','-9','-9'
'481452480146','-9','-9','-9','-9','-9','-9','-9','-9'
'481486540144','-9','-9','-9','-9','-9','-9','-9','-9'
'481493100241','-9','-9','-9','-9','-9','-9','-9','-9'
'481500450145','-9','-9','-9','-9','-9','-9','-9','-9'
'481500860145','-9','-9','-9','-9','-9','-9','-9','-9'
'481532950145','-9','-9','-9','-9','-9','-9','-9','-9'
'481550203052','-9','-9','-9','-9','-9','-9','-9','-9'
'481550613052','-9','-9','-9','-9','-9','-9','-9','-9'
'481572390140','-9','-9','-9','-9','-9','-9','-9','-9'
'481583120140','-9','-9','-9','-9','-9','-9','-9','-9'
'481583453053','-9','-9','-9','-9','-9','-9','-9','-9'
'481583863053','-9','-9','-9','-9','-9','-9','-9','-9'
'481594230145','-9','-9','-9','-9','-9','-9','-9','-9'
'481594640145','-9','-9','-9','-9','-9','-9','-9','-9'
'481597950141','-9','-9','-9','-9','-9','-9','-9','-9'
'481638760141','-9','-9','-9','-9','-9','-9','-9','-9'
'481638920141','-9','-9','-9','-9','-9','-9','-9','-9'
'481730770141','-9','-9','-9','-9','-9','1','2','-9'
'481730930141','-9','-9','-9','-9','-9','-9','-9','-9'
'481733190143','-9','-9','-9','-9','-9','-9','-9','-9'
'481733910243','-9','1','1','1','-9','-9','2','-9'
'481778380342','-9','-9','-9','-9','-9','-9','-9','-9'
'481818100142','-9','-9','-9','-9','-9','-9','-9','-9'
'481818510142','-9','-9','-9','-9','-9','-9','-9','-9'
'481822200144','-9','-9','-9','-9','-9','-9','-9','-9'
'481828360246','-9','-9','-9','-9','-9','-9','-9','-9'
'481850940146','-9','-9','-9','-9','-9','-9','-9','-9'
'481860970241','-9','-9','-9','-9','-9','-9','-9','-9'
'481890750144','-9','-9','-9','-9','-9','-9','2','-9'
'481895970147','-9','-9','-9','-9','-9','-9','-9','-9'
'481939440148','-9','-9','-9','-9','-9','-9','-9','-9'
'481941740146','-9','-9','-9','-9','-9','-9','-9','-9'
'481963760143','-9','-9','-9','-9','-9','-9','-9','-9'
'481963920143','-9','-9','-9','-9','-9','-9','-9','-9'
'482005320147','-9','-9','-9','-9','-9','-9','-9','-9'
'482053250146','-9','-9','-9','-9','-9','-9','-9','-9'
'482053660146','-9','-9','-9','-9','-9','-9','-9','-9'
'482125350142','-9','-9','-9','-9','-9','-9','-9','-9'
'482141710148','-9','-9','-9','-9','-9','-9','-9','-9'
'482141970148','-9','-9','-9','-9','-9','-9','-9','-9'
'482150253158','-9','-9','-9','-9','-9','-9','-9','-9'
'482150400148','-9','-9','-9','-9','-9','-9','-9','-9'
'482150730148','-9','-9','-9','-9','-9','-9','2','-9'
'482185000141','-9','-9','-9','-9','-9','-9','2','-9'
'482194380142','-9','-9','-9','-9','-9','-9','-9','-9'
'482200100145','-9','-9','-9','-9','-9','-9','-9','-9'
'482206780143','-9','-9','-9','-9','-9','-9','-9','-9'
'482206940143','-9','-9','-9','-9','-9','-9','-9','-9'
'482242120142','-9','-9','-9','-9','-9','-9','-9','-9'
'482242380142','-9','-9','-9','-9','-9','-9','-9','-9'
'482242530142','-9','-9','-9','-9','-9','-9','-9','-9'
'482242780242','-9','-9','-9','-9','-9','-9','-9','-9'
'482258140147','-9','-9','-9','-9','-9','-9','-9','-9'
'482273130147','-9','-9','-9','-9','-9','-9','-9','-9'
'482273540147','-9','-9','-9','-9','-9','-9','-9','-9'
'482281790148','-9','-9','-9','-9','-9','-9','-9','-9'
'482294450146','-9','-9','-9','-9','-9','-9','-9','-9'
'482294860146','-9','-9','-9','-9','-9','-9','-9','-9'
'482336253059','-9','-9','-9','-9','-9','-9','-9','-9'
'482336583059','-9','-9','-9','-9','-9','-9','-9','-9'
'482336993050','-9','-9','-9','-9','-9','-9','-9','-9'
'482356970148','-9','-9','-9','-9','-9','-9','2','-9'
'482357170147','-9','-9','-9','-9','-9','-9','-9','-9'
'482357330147','-9','-9','-9','-9','-9','-9','-9','-9'
'482357660147','-9','-9','-9','-9','-9','-9','-9','-9'
'482379400147','-9','-9','-9','-9','-9','-9','-9','-9'
'482379990147','-9','-9','-9','-9','-9','-9','-9','-9'
'482408750143','-9','-9','-9','-9','-9','-9','-9','-9'
'482410770143','-9','-9','-9','-9','-9','-9','-9','-9'
'482410930143','-9','-9','-9','-9','-9','-9','-9','-9'
'482437140142','-9','-9','-9','-9','-9','-9','2','-9'
'482437300142','-9','-9','-9','-9','-9','-9','-9','-9'
'482437550142','-9','-9','-9','-9','-9','-9','-9','-9'
'482443580148','-9','-9','-9','-9','-9','-9','2','-9'
'482482110143','-9','-9','-9','-9','-9','-9','-9','-9'
'482482930243','-9','-9','-9','-9','-9','-9','-9','-9'
'482515720148','-9','-9','-9','-9','-9','-9','-9','-9'
'482517110142','-9','-9','-9','-9','-9','-9','-9','-9'
'482517370142','-9','-9','-9','-9','-9','-9','-9','-9'
'482550073058','-9','-9','-9','-9','-9','-9','-9','-9'
'482572310246','-9','-9','-9','-9','-9','-9','-9','-9'
'482583223059','-9','-9','-9','-9','-9','-9','-9','-9'
'482583633059','-9','-9','-9','-9','-9','-9','-9','-9'
'482583883050','-9','-9','-9','-9','-9','-9','-9','-9'
'482594250142','-9','-9','-9','-9','-9','-9','2','-9'
'482594330142','-9','-9','-9','-9','-9','-9','-9','-9'
'482594810242','-9','-9','-9','-9','-9','-9','-9','-9'
'482638120147','-9','-9','-9','-9','-9','-9','2','-9'
'482641510142','-9','-9','-9','-9','-9','-9','-9','-9'
'482746500142','-9','-9','-9','-9','-9','-9','2','-9'
'482749170143','-9','-9','-9','-9','-9','-9','-9','-9'
'482749730243','-9','-9','-9','-9','-9','-9','-9','-9'
'482788760146','-9','-9','-9','-9','-9','-9','-9','-9'
'482790050144','-9','-9','-9','-9','-9','-9','-9','-9'
'482806200145','-9','-9','-9','-9','-9','-9','-9','-9'
'482860330247','-9','-9','-9','-9','-9','-9','-9','-9'
'482895730144','-9','-9','-9','-9','-9','-9','-9','-9'
'482895990144','-9','-9','-9','-9','-9','-9','-9','-9'
'482954140240','-9','-9','-9','-9','-9','-9','-9','-9'
'482963380149','-9','-9','-9','-9','-9','-9','-9','-9'
'482963530149','-9','-9','-9','-9','-9','-9','-9','-9'
'483005180144','-9','-9','-9','-9','-9','-9','-9','-9'
'483005340144','-9','-9','-9','-9','-9','-9','-9','-9'
'483005590144','-9','-9','-9','-9','-9','-9','-9','-9'
'483037930140','-9','-9','-9','-9','-9','-9','-9','-9'
'483053350143','-9','-9','-9','-9','-9','-9','-9','-9'
'483121190148','-9','-9','-9','-9','-9','-9','-9','-9'
'483121350148','-9','-9','-9','-9','-9','-9','-9','-9'
'483200120142','-9','-9','-9','-9','-9','-9','-9','-9'
'483248080148','-9','-9','-9','-9','-9','-9','-9','-9'
'483269140149','-9','-9','-9','-9','-9','-9','-9','-9'
'483269700140','-9','-9','-9','-9','-9','-9','-9','-9'
'483282520147','-9','-9','-9','-9','-9','-9','-9','-9'
'483294880143','-9','-9','-9','-9','-9','-9','-9','-9'
'483356730145','-9','-9','-9','-9','-9','-9','-9','-9'
'483356990145','-9','-9','-9','-9','-9','-9','-9','-9'
'483357753057','-9','-9','-9','-9','-9','-9','-9','-9'
'483357910244','-9','-9','-9','-9','-9','-9','-9','-9'
'483379750144','-9','-9','-9','-9','-9','-9','-9','-9'
'483391950242','-9','-9','-9','-9','-9','-9','-9','-9'
'483408290149','-9','-9','-9','-9','-9','-9','-9','-9'
'483408770140','-9','-9','-9','1','-9','1','2','-9'
'483410130149','-9','-9','-9','-9','-9','-9','-9','-9'
'483410540149','-9','-9','-9','-9','-9','-9','-9','-9'
'483443500145','-9','-9','-9','-9','-9','-9','-9','-9'
'483452500149','-9','-9','-9','-9','-9','-9','-9','-9'
'483452830140','-9','-9','-9','-9','-9','-9','-9','-9'
'483493700147','-9','-9','-9','-9','-9','-9','-9','-9'
'483500160148','-9','-9','-9','-9','-9','-9','-9','-9'
'483500320148','-9','-9','-9','-9','-9','-9','-9','-9'
'483515900145','-9','-9','-9','-9','-9','-9','-9','-9'
'483589300141','-9','-9','-9','-9','-9','-9','-9','-9'
'483589550141','-9','-9','-9','-9','-9','-9','-9','-9'
'483593650142','-9','-9','-9','-9','-9','-9','-9','-9'
'483597170144','-9','-9','-9','-9','-9','-9','-9','-9'
'483597330144','-9','-9','-9','-9','-9','-9','-9','-9'
'483649050144','-9','-9','-9','-9','-9','-9','-9','-9'
'483649200244','-9','-9','-9','-9','-9','-9','2','-9'
'483649200541','-9','-9','-9','-9','-9','-9','-9','-9'
'483671190148','-9','-9','-9','-9','-9','-9','-9','-9'
'483730310144','-9','-9','-9','-9','-9','-9','-9','-9'
'483746040148','-9','-9','-9','-9','-9','-9','-9','-9'
'483749190140','-9','-9','-9','-9','-9','-9','-9','-9'
'483749350249','-9','-9','-9','-9','-9','-9','-9','-9'
'483778570148','-9','-9','-9','-9','-9','-9','-9','-9'
'483788780143','-9','-9','-9','-9','-9','-9','-9','-9'
'483791950143','-9','-9','-9','-9','-9','-9','-9','-9'
'483806630142','-9','-9','-9','-9','-9','-9','-9','-9'
'483809360148','-9','1','-9','1','-9','1','2','-9'
'483828550240','1','1','-9','1','-9','-9','2','-9'
'483860500244','-9','-9','-9','-9','-9','-9','-9','-9'
'483873960142','-9','-9','-9','-9','-9','-9','-9','-9'
'483910760149','-9','-9','-9','-9','-9','-9','-9','-9'
'483910920149','-9','-9','-9','-9','-9','-9','-9','-9'
'483925330144','-9','-9','-9','-9','-9','-9','-9','-9'
'483925580144','-9','-9','-9','-9','-9','-9','-9','-9'
'483941380149','-9','-9','-9','-9','-9','-9','-9','-9'
'483954800149','-9','-9','-9','-9','-9','-9','-9','-9'
'483963140146','-9','-9','-9','-9','-9','-9','-9','-9'
'483963300146','-9','-9','-9','-9','-9','-9','-9','-9'
'484037540146','-9','-9','-9','-9','-9','-9','-9','-9'
'484052770143','-9','-9','-9','-9','-9','-9','-9','-9'
'484053520140','-9','-9','-9','-9','-9','-9','-9','-9'
'484086150147','-9','-9','-9','-9','-9','-9','-9','-9'
'484121520145','-9','-9','-9','-9','-9','-9','-9','-9'
'484141910142','-9','-9','-9','-9','-9','-9','2','-9'
'484169770146','-9','-9','-9','-9','-9','-9','2','-9'
'484185770147','-9','-9','-9','-9','-9','-9','-9','-9'
'484196250344','-9','-9','-9','-9','-9','-9','-9','-9'
'484196400147','-9','-9','-9','-9','-9','-9','-9','-9'
'484229340148','-9','-9','-9','-9','-9','-9','-9','-9'
'484248000145','-9','-9','-9','-9','-9','-9','-9','-9'
'484248250245','-9','-9','-9','-9','-9','-9','-9','-9'
'484294650149','-9','-9','-9','-9','-9','-9','2','-9'
'484294800140','-9','-9','-9','-9','-9','-9','-9','-9'
'484302780143','-9','-9','-9','-9','-9','-9','-9','-9'
'484302940143','-9','-9','-9','-9','-9','-9','-9','-9'
'484346790147','-9','-9','-9','-9','-9','-9','-9','-9'
'484356750142','-9','-9','-9','-9','-9','-9','-9','-9'
'484356910142','-9','-9','-9','-9','-9','-9','-9','-9'
'484357773054','-9','-9','-9','-9','-9','-9','-9','-9'
'484391483052','-9','-9','1','-9','-9','-9','2','-9'
'484391893052','-9','-9','-9','-9','-9','-9','-9','-9'
'484408130146','-9','-9','-9','-9','-9','-9','-9','-9'
'484408540146','-9','-9','-9','-9','-9','-9','-9','-9'
'484423370148','-9','-9','-9','-9','-9','-9','-9','-9'
'484443520142','-9','-9','-9','-9','-9','-9','-9','-9'
'484452110146','-9','-9','-9','-9','-9','-9','-9','-9'
'484452370146','-9','-9','-9','-9','-9','-9','-9','-9'
'484452520146','-9','-9','-9','-9','-9','-9','-9','-9'
'484468390146','-9','-9','-9','-9','-9','-9','-9','-9'
'484500670145','-9','-9','-9','-9','-9','-9','-9','-9'
'484500670442','-9','-9','-9','-9','-9','-9','-9','-9'
'484512910146','-9','-9','-9','-9','-9','-9','-9','-9'
'484515760142','-9','-9','-9','-9','-9','-9','-9','-9'
'484515920142','-9','-9','-9','-9','-9','-9','-9','-9'
'484550900142','-9','-9','-9','-9','-9','-9','-9','-9'
'484577380241','-9','-9','-9','-9','-9','-9','1','-9'
'484579213058','-9','-9','-9','-9','-9','-9','-9','-9'
'484579623058','-9','-9','-9','-9','-9','-9','-9','-9'
'484593010148','-9','-9','-9','-9','-9','-9','-9','-9'
'484594040145','-9','-9','-9','-9','-9','-9','-9','-9'
'484649070141','-9','-9','-9','-9','-9','-9','-9','-9'
'484670063057','-9','-9','-9','-9','-9','-9','-9','-9'
'484671110145','-9','-9','-9','-9','-9','-9','-9','-9'
'484671370145','-9','-9','-9','-9','-9','-9','-9','-9'
'484730330141','-9','-9','-9','-9','-9','-9','-9','-9'
'484746060145','-9','-9','-9','-9','-9','-9','-9','-9'
'484788300149','-9','-9','-9','-9','-9','-9','-9','-9'
'484791083050','-9','-9','-9','-9','-9','-9','-9','-9'
'484791310446','-9','-9','-9','-9','-9','-9','-9','-9'
'484791560149','-9','-9','-9','-9','-9','-9','-9','-9'
'484791710140','-9','-9','-9','-9','-9','-9','-9','-9'
'484791970140','-9','-9','-9','-9','-9','-9','-9','-9'
'484794233051','-9','-9','-9','-9','-9','-9','-9','-9'
'484795620142','-9','-9','-9','-9','-9','-9','-9','-9'
'484809380145','-9','-9','-9','-9','-9','-9','-9','-9'
'484846380142','-9','-9','-9','-9','-9','-9','-9','-9'
'484848000147','-9','-9','-9','-9','-9','-9','-9','-9'
'484890560144','-9','-9','-9','-9','-9','-9','-9','-9'
'484895520147','-9','-9','-9','-9','-9','-9','-9','-9'
'484925350141','-9','-9','-9','-9','-9','-9','-9','-9'
'484926410241','-9','-9','-9','-9','-9','-9','-9','-9'
'484927930149','-9','-9','-9','-9','-9','-9','-9','-9'
'484932950145','-9','-9','-9','-9','-9','-9','-9','-9'
'484941140146','-9','-9','-9','-9','-9','-9','-9','-9'
'484944670149','-9','-9','-9','-9','-9','-9','-9','-9'
'484997570141','-9','-9','-9','-9','-9','-9','-9','-9'
'485003300141','-9','-9','-9','-9','-9','-9','2','-9'
'485005390147','-9','-9','-9','-9','-9','-9','-9','-9'
'485029810149','-9','-9','-9','-9','-9','-9','-9','-9'
'485050150144','-9','-9','-9','-9','-9','-9','-9','-9'
'485050310144','-9','-9','-9','-9','-9','-9','-9','-9'
'485050560144','-9','-9','-9','-9','-9','-9','-9','-9'
'485086740144','-9','-9','-9','-9','-9','-9','-9','-9'
'485089550141','-9','-9','-9','-9','-9','-9','-9','-9'
'485125160142','-9','-9','-9','-9','-9','-9','-9','-9'
'485125320142','-9','-9','-9','-9','-9','-9','-9','-9'
'485125570142','-9','-9','-9','-9','-9','-9','-9','-9'
'485129110240','-9','-9','-9','-9','-9','-9','-9','-9'
'485144720149','-9','-9','-9','-9','-9','-9','-9','-9'
'485174160244','-9','-9','-9','-9','-9','-9','-9','-9'
'485174653057','-9','-9','-9','-9','-9','-9','-9','-9'
'485185070141','-9','-9','-9','-9','-9','-9','-9','-9'
'485194190142','-9','-9','-9','-9','-9','-9','-9','-9'
'485196030141','-9','-9','-9','-9','-9','-9','-9','-9'
'485229930145','-9','-9','-9','-9','-9','-9','-9','-9'
'485250040144','-9','-9','-9','-9','-9','-9','-9','-9'
'485267910341','-9','-9','-9','-9','-9','-9','-9','-9'
'485269750143','-9','-9','-9','-9','-9','-9','-9','-9'
'485282720141','-9','-9','-9','-9','-9','-9','-9','-9'
'485282980141','-9','-9','-9','-9','-9','-9','-9','-9'
'485302710149','-9','-9','-9','-9','-9','-9','-9','-9'
'485303790145','-9','-9','-9','-9','-9','-9','-9','-9'
'485321840143','-9','-9','-9','-9','-9','-9','-9','-9'
'485336473050','-9','-9','-9','-9','-9','-9','-9','-9'
'485379700147','1','-9','-9','-9','-9','-9','2','-9'
'485379960147','-9','-9','-9','-9','-9','-9','-9','-9'
'485391180145','-9','-9','-9','-9','-9','-9','-9','-9'
'485391340145','-9','-9','-9','-9','-9','-9','-9','-9'
'485391413058','-9','-9','-9','-9','-9','-9','-9','-9'
'485391590145','-9','-9','-9','-9','-9','-9','-9','-9'
'485391823058','-9','-9','-9','-9','-9','-9','-9','-9'
'485401520144','-9','-9','-9','-9','-9','-9','-9','-9'
'485468720143','-9','-9','-9','-9','-9','-9','-9','-9'
'485468980143','-9','-9','-9','-9','-9','-9','-9','-9'
'485477160140','-9','-9','-9','-9','-9','-9','-9','-9'
'485477570140','-9','-9','-9','-9','-9','-9','-9','-9'
'485489160343','-9','-9','-9','-9','-9','-9','2','-9'
'485489720146','-9','-9','-9','-9','-9','-9','-9','-9'
'485489980146','-9','-9','-9','1','-9','-9','2','-9'
'485494623057','-9','-9','-9','-9','-9','-9','-9','-9'
'485530700148','-9','-9','-9','-9','-9','-9','-9','-9'
'485530960148','-9','-9','-9','-9','-9','-9','-9','-9'
'485532390144','-9','-9','-9','-9','-9','-9','-9','-9'
'485532940142','-9','-9','-9','-9','-9','-9','-9','-9'
'485553910149','-9','-9','-9','-9','-9','-9','-9','-9'
'485558910148','-9','-9','-9','-9','-9','-9','2','-9'
'485589310148','-9','-9','-9','-9','-9','-9','-9','-9'
'485594140142','-9','-9','-9','-9','-9','-9','-9','-9'
'485641170142','-9','-9','-9','-9','-9','-9','-9','-9'
'485641330142','-9','-9','-9','-9','-9','-9','-9','-9'
'485641580142','-9','-9','-9','-9','-9','-9','-9','-9'
'485694320145','-9','-9','-9','-9','-9','-9','-9','-9'
'485694493058','-9','-9','-9','1','-9','1','2','-9'
'485694803058','-9','-9','-9','-9','-9','-9','-9','-9'
'485730510147','-9','-9','-9','-9','-9','-9','-9','-9'
'485733340140','-9','-9','-9','-9','-9','-9','2','-9'
'485746160142','-9','-9','-9','-9','-9','-9','-9','-9'
'485746240142','-9','-9','-9','-9','-9','-9','-9','-9'
'485763940143','-9','-9','-9','-9','-9','-9','-9','-9'
'485790020144','-9','-9','-9','-9','-9','-9','-9','-9'
'485791900146','-9','-9','-9','-9','-9','-9','-9','-9'
'485794673057','-9','-9','-9','-9','-9','-9','-9','-9'
'485795650148','-9','-9','-9','-9','-9','-9','-9','-9'
'485796163050','-9','-9','-9','-9','-9','-9','-9','-9'
'485796323050','-9','-9','-9','-9','-9','-9','-9','-9'
'485796573050','-9','-9','-9','-9','-9','-9','-9','-9'
'485806270145','-9','-9','-9','-9','-9','-9','-9','-9'
'485809120141','-9','-9','-9','-9','-9','-9','-9','-9'
'485809530141','-9','-9','-9','-9','-9','-9','-9','-9'
'485822290141','-9','-9','-9','-9','-9','-9','-9','-9'
'485822440241','-9','-9','-9','-9','-9','-9','-9','-9'
'485846310148','-9','-9','-9','-9','-9','-9','-9','-9'
'485850770143','-9','-9','-9','-9','-9','-9','-9','-9'
'485850930143','-9','-9','-9','-9','-9','1','2','-9'
'485857380142','-9','-9','-9','-9','-9','-9','-9','-9'
'485889440148','-9','-9','-9','-9','-9','-9','-9','-9'
'485890900141','-9','-9','-9','-9','-9','-9','-9','-9'
'485897090147','-9','-9','-9','-9','-9','-9','-9','-9'
'485897983051','-9','-9','-9','-9','-9','-9','-9','-9'
'485926600147','-9','-9','-9','-9','-9','-9','-9','-9'
'485941730143','-9','-9','-9','-9','-9','-9','-9','-9'
'485944850146','-9','-9','-9','-9','-9','-9','-9','-9'
'486003990346','-9','-9','-9','-9','-9','-9','-9','-9'
'486037340149','-9','-9','-9','-9','-9','-9','-9','-9'
'486044590145','-9','-9','-9','-9','-9','-9','-9','-9'
'486050170141','-9','-9','-9','-9','-9','-9','-9','-9'
'486050580141','-9','-9','-9','-9','-9','-9','-9','-9'
'486052720146','-9','-9','-9','-9','-9','-9','-9','-9'
'486052980146','-9','-9','-9','-9','-9','-9','-9','-9'
'486053320143','-9','-9','-9','-9','-9','-9','-9','-9'
'486103980149','-9','-9','-9','-9','-9','-9','-9','-9'
'486121990247','-9','-9','-9','-9','-9','-9','-9','-9'
'486155170145','-9','-9','-9','-9','-9','-9','-9','-9'
'486168770143','-9','-9','-9','-9','-9','-9','-9','-9'
'486169720149','-9','-9','-9','-9','-9','-9','2','-9'
'486169980149','-9','-9','-9','-9','-9','-9','-9','-9'
'486174263054','-9','-9','-9','-9','-9','-9','-9','-9'
'486192110142','-9','-9','-9','-9','-9','-9','-9','-9'
'486192370142','-9','-9','-9','-9','-9','-9','-9','-9'
'486202970149','-9','-9','-9','-9','-9','-9','-9','-9'
'486204950149','-9','-9','-9','-9','-9','-9','-9','-9'
'486226770149','-9','-9','-9','-9','-9','-9','-9','-9'
'486226930149','-9','-9','-9','-9','-9','-9','-9','-9'
'486229790142','-9','-9','-9','-9','-9','-9','-9','-9'
'486243740146','-9','-9','-9','-9','-9','-9','-9','-9'
'486246990148','-9','-9','-9','-9','-9','-9','-9','-9'
'486261120243','-9','-9','-9','-9','-9','-9','-9','-9'
'486261720141','-9','-9','-9','-9','-9','-9','2','-9'
'486261980141','-9','-9','-9','-9','-9','-9','-9','-9'
'486269110149','-9','-9','-9','-9','-9','-9','-9','-9'
'486269770140','-9','-9','-9','-9','-9','-9','-9','-9'
'486282340147','-9','-9','-9','-9','-9','-9','-9','-9'
'486295710146','-9','-9','-9','-9','-9','-9','-9','-9'
'486319990146','-9','-9','-9','-9','-9','-9','-9','-9'
'486321200149','-9','-9','-9','-9','-9','-9','-9','-9'
'486321860140','-9','-9','-9','-9','-9','-9','-9','-9'
'486336653056','-9','-9','-9','-9','-9','-9','-9','-9'
