CONTROL,RCARP,RCLOT,RCOST,RGROC,RKIDC,RMEDI,ROTHE,RUTIL
'282336503059','-9','-9','-9','-9','-9','-9','-9','-9'
'282336753050','-9','-9','-9','-9','-9','-9','-9','-9'
'282336913050','-9','-9','-9','-9','-9','-9','-9','-9'
'282346040141','1','1','1','1','-9','-9','2','-9'
'282356730148','-9','-9','-9','-9','-9','-9','-9','-9'
'282357190147','-9','-9','-9','-9','-9','-9','-9','-9'
'282410790143','-9','-9','1','1','-9','-9','2','1'
'282437160142','-9','-9','-9','-9','-9','-9','-9','-9'
'282437320142','-9','-9','-9','-9','-9','-9','-9','-9'
'282437570142','-9','-9','-9','-9','-9','-9','-9','-9'
'282452830143','-9','-9','-9','-9','-9','-9','-9','-9'
'282500980142','-9','-9','-9','-9','-9','-9','-9','-9'
'282512000140','-9','-9','-9','-9','-9','-9','-9','-9'
'282512000249','-9','-9','-9','-9','-9','-9','-9','-9'
'282515900148','-9','-9','-9','-9','-9','-9','-9','-9'
'282517130142','-9','-9','-9','-9','-9','-9','-9','-9'
'282532000348','-9','-9','-9','-9','-9','-9','-9','-9'
'282532400142','-9','-9','-9','-9','-9','-9','2','-9'
'282550093058','-9','-9','-9','-9','-9','-9','-9','-9'
'282583243059','-9','-9','-9','-9','-9','-9','-9','-9'
'282583493050','-9','-9','-9','-9','-9','-9','-9','-9'
'282593570145','-9','-9','-9','-9','-9','-9','-9','-9'
'282594190142','-9','-9','-9','-9','-9','-9','-9','-9'
'282597170147','-9','-9','-9','-9','-9','-9','-9','-9'
'282597330147','-9','-9','-9','-9','-9','-9','2','-9'
'282657190242','-9','-9','-9','-9','-9','-9','-9','-9'
'282670603054','-9','-9','-9','-9','-9','-9','-9','-9'
'282730150147','-9','-9','-9','-9','-9','-9','-9','-9'
'282733130140','-9','-9','-9','-9','-9','-9','-9','-9'
'282746520142','-9','-9','-9','-9','-9','-9','-9','-9'
'282749500143','-9','-9','-9','-9','-9','-9','-9','-9'
'282788780146','-9','-9','-9','-9','-9','-9','-9','-9'
'282788940146','-9','-9','-9','-9','-9','-9','-9','-9'
'282806550145','-9','-9','-9','-9','-9','-9','-9','-9'
'282809760142','-9','-9','-9','-9','-9','-9','-9','-9'
'282822320141','-9','-9','-9','-9','-9','-9','-9','-9'
'282850720143','-9','-9','-9','-9','-9','-9','-9','-9'
'282850980143','-9','-9','-9','-9','-9','-9','-9','-9'
'282890790141','-9','-9','-9','-9','-9','-9','-9','-9'
'282895750144','-9','-9','-9','-9','-9','-9','-9','-9'
'282895910144','-9','-9','-9','-9','-9','-9','-9','-9'
'282941940143','-9','-9','-9','-9','-9','-9','2','-9'
'282963140149','-9','-9','-9','-9','-9','-9','-9','-9'
'282963300149','-9','-9','-9','-9','-9','-9','-9','-9'
'282963550149','-9','-9','-9','-9','-9','-9','-9','-9'
'282963960140','-9','-9','-9','-9','-9','-9','-9','-9'
'282987020145','-9','-9','-9','-9','-9','-9','-9','-9'
'283005360144','-9','-9','-9','-9','-9','-9','2','-9'
'283052850146','-9','-9','-9','-9','-9','-9','-9','-9'
'283053600143','-9','-9','-9','-9','-9','-9','-9','-9'
'283086970141','-9','-9','-9','-9','-9','-9','-9','-9'
'283141750145','-9','-9','-9','-9','-9','-9','-9','-9'
'283150440145','-9','-9','-9','-9','-9','-9','-9','-9'
'283169770149','-9','-9','-9','-9','-9','-9','-9','-9'
'283200140142','-9','-9','-9','-9','-9','-9','-9','-9'
'283200300142','-9','-9','-9','-9','-9','-9','-9','-9'
'283200550142','-9','-9','-9','-9','-9','-9','-9','-9'
'283206160149','-9','-9','-9','-9','-9','-9','-9','-9'
'283206570149','-9','-9','-9','-9','-9','-9','-9','-9'
'283206980140','-9','-9','-9','-9','-9','-9','-9','-9'
'283258180144','-9','-9','-9','-9','-9','-9','-9','-9'
'283258413057','-9','-9','-9','-9','-9','-9','-9','-9'
'283258590144','-9','-9','-9','-9','-9','-9','-9','-9'
'283282540147','-9','-9','-9','-9','-9','-9','2','-9'
'283294720143','-9','-9','-9','-9','-9','-9','-9','-9'
'283356750145','-9','-9','-9','-9','-9','-9','-9','-9'
'283357373254','-9','-9','-9','-9','-9','-9','-9','-9'
'283379440144','-9','-9','-9','-9','-9','-9','-9','-9'
'283391893055','-9','-9','-9','-9','-9','-9','-9','-9'
'283408870140','-9','-9','-9','-9','-9','-9','-9','-9'
'283410310149','-9','-9','-9','-9','-9','-9','1','-9'
'283443600145','-9','-9','-9','-9','-9','-9','-9','-9'
'283452600149','-9','-9','-9','-9','-9','-9','-9','-9'
'283500340148','-9','-9','-9','-9','-9','-9','-9','-9'
'283512120247','-9','-9','-9','-9','-9','-9','-9','-9'
'283512830149','-9','-9','-9','-9','-9','-9','-9','-9'
'283515760145','-9','-9','-9','-9','-9','-9','-9','-9'
'283550013055','-9','-9','-9','-9','-9','-9','-9','-9'
'283589320141','-9','-9','-9','-9','-9','-9','-9','-9'
'283591630145','-9','-9','-9','-9','-9','-9','-9','-9'
'283594040148','-9','-9','-9','-9','-9','-9','-9','-9'
'283597500144','-9','-9','-9','-9','-9','-9','-9','-9'
'283746060148','-9','-9','-9','-9','-9','-9','-9','-9'
'283749110140','-9','-9','-9','-9','-9','-9','-9','-9'
'283788960143','-9','-9','-9','-9','-9','-9','-9','-9'
'283791970143','-9','-9','-9','-9','-9','-9','-9','-9'
'283806160142','-9','-9','-9','-9','-9','-9','-9','-9'
'283806320142','-9','-9','-9','-9','-9','-9','-9','-9'
'283806570142','-9','-9','-9','-9','-9','-9','-9','-9'
'283848330141','-9','-9','-9','-9','-9','-9','-9','-9'
'283848580141','-9','-9','-9','-9','-9','-9','-9','-9'
'283850340149','-9','-9','-9','-9','-9','-9','-9','-9'
'283850740140','-9','-9','-9','-9','-9','-9','2','-9'
'283873720142','-9','-9','-9','-9','-9','-9','-9','-9'
'283895770141','-9','-9','-9','-9','-9','-9','-9','-9'
'283910780149','-9','-9','-9','-9','-9','-9','-9','-9'
'283910940149','-9','-9','-9','-9','-9','-9','-9','-9'
'283925350144','-9','-9','-9','-9','-9','-9','-9','-9'
'283925910244','-9','-9','-9','-9','-9','-9','-9','-9'
'283939990142','-9','-9','-9','-9','-9','-9','-9','-9'
'283944900143','-9','-9','-9','-9','-9','-9','-9','-9'
'283987040142','-9','-9','-9','-9','-9','-9','-9','-9'
'284005380141','-9','-9','-9','-9','-9','-9','2','-9'
'284029490143','-9','-9','-9','-9','-9','-9','-9','-9'
'284037150146','-9','-9','-9','-9','-9','-9','-9','-9'
'284037310146','-9','-9','-9','-9','-9','-9','-9','-9'
'284045990145','-9','-9','-9','-9','-9','-9','-9','-9'
'284053870240','-9','-9','-9','-9','-9','-9','-9','-9'
'284067480147','-9','-9','-9','-9','-9','-9','2','-9'
'284067890147','-9','-9','-9','-9','-9','-9','-9','-9'
'284086330147','-9','-9','-9','-9','-9','-9','-9','-9'
'284086580147','-9','-9','-9','-9','-9','-9','-9','-9'
'284103950146','-9','-9','-9','-9','-9','-9','2','-9'
'284125230245','-9','-9','-9','-9','-9','-9','-9','-9'
'284150063052','-9','-9','-9','-9','-9','-9','-9','-9'
'284196750147','-9','-9','-9','-9','-9','-9','-9','-9'
'284206180146','-9','-9','-9','-9','-9','-9','-9','-9'
'284267740147','-9','-9','-9','-9','-9','-9','-9','-9'
'284269340146','-9','-9','-9','-9','-9','-9','-9','-9'
'284282970244','-9','-9','-9','-9','-9','-9','-9','-9'
'284294180149','-9','-9','-9','-9','-9','-9','-9','-9'
'284294340149','-9','-9','-9','-9','-9','-9','-9','-9'
'284294740140','-9','-9','-9','-9','-9','-9','-9','-9'
'284294900140','-9','-9','-9','-9','-9','-9','-9','-9'
'284302960143','-9','-9','-9','-9','-9','-9','-9','-9'
'284319960143','-9','-9','-9','-9','-9','-9','-9','-9'
'284336540349','-9','-9','-9','-9','-9','-9','-9','-9'
'284356930142','-9','-9','-9','-9','-9','-9','-9','-9'
'284357130141','-9','-9','-9','-9','-9','-9','-9','-9'
'284358720147','-9','-9','-9','-9','-9','-9','-9','-9'
'284379460141','-9','-9','-9','-9','-9','-9','-9','-9'
'284391403052','-9','-9','-9','-9','-9','-9','-9','-9'
'284408150146','-9','-9','-9','-9','-9','-9','-9','-9'
'284408310146','-9','-9','-9','1','-9','-9','1','-9'
'284408640146','-9','-9','-9','-9','-9','-9','-9','-9'
'284443620142','-9','-9','-9','-9','-9','-9','-9','-9'
'284452540146','-9','-9','-9','-9','-9','-9','-9','-9'
'284452620146','-9','-9','-9','-9','-9','-9','-9','-9'
'284468230146','-9','-9','-9','-9','-9','-9','-9','-9'
'284512440146','-9','-9','-9','-9','-9','-9','-9','-9'
'284532290145','-9','-9','-9','-9','-9','-9','-9','-9'
'284558740142','-9','-9','-9','-9','-9','-9','-9','-9'
'284591650142','-9','-9','-9','-9','-9','-9','-9','-9'
'284597110141','-9','-9','-9','-9','-9','-9','-9','-9'
'284641570245','-9','-9','-9','-9','-9','-9','-9','-9'
'284649090141','-9','-9','-9','-9','-9','-9','-9','-9'
'284670083057','-9','-9','-9','-9','-9','-9','-9','-9'
'284671130145','-9','-9','-9','-9','-9','-9','-9','-9'
'284671390145','-9','-9','-9','-9','-9','-9','-9','-9'
'284751730148','-9','-9','-9','-9','-9','-9','-9','-9'
'284788160149','-9','-9','-9','-9','-9','-9','-9','-9'
'284791003050','-9','-9','-9','-9','-9','-9','-9','-9'
'284791330149','-9','-9','-9','-9','-9','-9','-9','-9'
'284791730140','-9','-9','-9','-9','-9','-9','1','-9'
'284791730249','-9','-9','-9','-9','-9','-9','-9','-9'
'284791990140','-9','-9','-9','-9','-9','-9','-9','-9'
'284794253051','-9','-9','-9','-9','-9','-9','-9','-9'
'284795560142','-9','-9','-9','-9','-9','-9','-9','-9'
'284795893055','-9','-9','-9','-9','-9','-9','-9','-9'
'284796710143','-9','-9','-9','-9','-9','-9','-9','-9'
'284809140145','-9','-9','-9','-9','-9','-9','-9','-9'
'284809550145','-9','-9','-9','-9','-9','-9','-9','-9'
'284828740149','-9','-9','-9','-9','-9','-9','-9','-9'
'284846300142','-9','-9','-9','1','-9','-9','2','-9'
'284873340148','-9','-9','-9','-9','-9','-9','-9','-9'
'284890170144','-9','-9','-9','-9','-9','-9','-9','-9'
'284927790149','-9','-9','-9','-9','-9','-9','-9','-9'
'284927950149','-9','-9','-9','-9','-9','-9','-9','-9'
'284939500148','-9','-9','-9','-9','-9','-9','2','-9'
'284941160146','-9','-9','-9','-9','-9','-9','-9','-9'
'284944920140','-9','-9','-9','-9','-9','-9','-9','-9'
'284963900946','-9','-9','-9','-9','-9','-9','-9','-9'
'284997590141','-9','-9','-9','-9','-9','-9','-9','-9'
'285003160141','-9','-9','-9','-9','-9','-9','-9','-9'
'285005970247','-9','-9','-9','-9','-9','-9','-9','-9'
'285050330144','-9','-9','-9','-9','-9','-9','-9','-9'
'285052800149','-9','-9','-9','-9','-9','-9','-9','-9'
'285086760144','-9','-9','-9','-9','-9','-9','-9','-9'
'285089160141','-9','-9','-9','-9','-9','-9','-9','-9'
'285125260142','-9','-9','-9','-9','-9','-9','-9','-9'
'285168930146','-9','-9','-9','-9','-9','-9','-8','-9'
'285174673057','-9','-9','-9','-9','-9','-9','-9','-9'
'285194370142','-9','-9','-9','-9','-9','-9','-9','-9'
'285194520142','-9','-9','-9','-9','-9','-9','-9','-9'
'285229790145','-9','-9','-9','-9','-9','-9','-9','-9'
'285269770143','-9','-9','-9','-9','-9','-9','-9','-9'
'285282740141','-9','-9','-9','-9','-9','-9','-9','-9'
'285294770146','-9','-9','-9','-9','-9','-9','-9','-9'
'285294930146','-9','-9','-9','-9','-9','-9','-9','-9'
'285303970145','-9','-9','-9','-9','-9','-9','-9','-9'
'285346010141','-9','-9','-9','-9','-9','-9','-9','-9'
'285349730145','-9','-9','-9','-9','-9','-9','-9','-9'
'285349990145','-9','-9','-9','-9','-9','-9','-9','-9'
'285379490147','-9','-9','-9','-9','-9','-9','2','-9'
'285391100145','-9','-9','-9','-9','-9','-9','-9','-9'
'285391360145','-9','-9','-9','-9','-9','-9','-9','-9'
'285391433058','-9','-9','-9','-9','-9','-9','-9','-9'
'285391843058','-9','-9','-9','-9','-9','-9','-9','-9'
'285401540144','-9','-9','-9','-9','-9','-9','-9','-9'
'285408410143','-9','-9','-9','-9','-9','-9','2','-9'
'285410760143','-9','-9','-9','-9','-9','-9','-9','-9'
'285433350148','1','1','-9','1','-9','-9','2','1'
'285452490143','-9','-9','-9','-9','-9','-9','-9','-9'
'285468820143','-9','-9','-9','-9','-9','-9','-9','-9'
'285477590140','-9','-9','-9','-9','-9','-9','-9','-9'
'285482360143','-9','-9','-9','-9','-9','-9','-9','-9'
'285483110141','-9','-9','-9','-9','-9','-9','-9','-9'
'285489740146','-9','-9','-9','-9','-9','-9','-9','-9'
'285489900146','-9','-9','-9','-9','-9','-9','-9','-9'
'285515150345','-9','-9','-9','-9','-9','-9','-9','-9'
'285515710148','-9','-9','-9','-9','-9','-9','-9','-9'
'285515970148','-9','-9','-9','-9','-9','-9','-9','-9'
'285530720148','-9','-9','-9','-9','-9','-9','2','-9'
'285530980148','-9','-9','-9','-9','-9','-9','-9','-9'
'285532470142','1','-9','1','1','-9','-9','2','-9'
'285558850148','-9','-9','-9','-9','-9','-9','-9','-9'
'285572300246','-9','-9','-9','-9','-9','-9','-9','-9'
'285579340142','-9','-9','-9','-9','-9','-9','-9','-9'
'285593540145','-9','-9','-9','-9','-9','-9','-9','-9'
'285597300147','-9','-9','-9','-9','-9','-9','-9','-9'
'285600750149','-9','-9','-9','-9','-9','-9','-9','-9'
'285641190142','-9','-9','-9','-9','-9','-9','-9','-9'
'285649020147','-9','-9','-9','-9','-9','-9','-9','-9'
'285674320147','-9','-9','-9','-9','-9','-9','-9','-9'
'285694340145','-9','-9','-9','-9','-9','-9','-9','-9'
'285694413058','-9','-9','-9','-9','-9','-9','-9','-9'
'285694590145','-9','-9','-9','-9','-9','-9','-9','-9'
'285694823058','-9','-9','-9','-9','-9','-9','-9','-9'
'285698320144','-9','-9','-9','-9','-9','-9','-9','-9'
'285733100140','-9','-9','-9','-9','-9','-9','-9','-9'
'285733360140','-9','-9','-9','-9','-9','-9','-9','-9'
'285746260142','-9','-9','-9','-9','-9','-9','-9','-9'
'285749160143','-9','-9','-9','-9','-9','-9','2','-9'
'285749320143','-9','-9','-9','-9','-9','-9','-9','-9'
'285791033056','-9','-9','-9','-9','-9','-9','-9','-9'
'285791760146','-9','-9','-9','-9','-9','-9','-9','-9'
'285794100244','-9','-9','-9','-9','-9','-9','-9','-9'
'285794283057','-9','-9','-9','-9','-9','-9','2','-9'
'285795180148','-9','-9','-9','-9','-9','-9','-9','-9'
'285795340148','-9','-9','-9','-9','-9','-9','-9','-9'
'285796013059','-9','-9','-9','-9','-9','-9','-9','-9'
'285796263050','-9','-9','-9','-9','-9','-9','-9','-9'
'285796673050','-9','-9','-9','-9','-9','-9','2','-9'
'285796740149','-9','-9','-9','-9','-9','-9','-9','-9'
'285809630141','-9','-9','-9','-9','-9','-9','-9','-9'
'285822210141','-9','-9','-9','-9','-9','-9','-9','-9'
'285850950143','-9','-9','-9','-9','-9','-9','-9','-9'
'285890920141','-9','-9','-9','-9','-9','-9','-9','-9'
'285897413051','-9','-9','-9','-9','-9','-9','-9','-9'
'285914990142','-9','-9','-9','-9','-9','-9','-9','-9'
'285946770142','-9','-9','-9','-9','-9','-9','-9','-9'
'285954060140','-9','-9','-9','-9','-9','-9','-9','-9'
'285976350247','-9','-9','-9','-9','-9','-9','-9','-9'
'286003590247','-9','-9','-9','-9','-9','-9','-9','-9'
'286037360149','-9','-9','-9','-9','-9','-9','2','-9'
'286044360145','-9','-9','-9','-9','-9','-9','-9','-9'
'286050350141','-9','-9','-9','-9','-9','-9','-9','-9'
'286050500141','-9','-9','-9','-9','-9','-9','-9','-9'
'286052410146','-9','-9','-9','-9','-9','-9','-9','-9'
'286052820146','-9','-9','-9','-9','-9','-9','-9','-9'
'286053590143','-9','-9','-9','-9','-9','-9','-9','-9'
'286099560247','-9','-9','-9','-9','-9','-9','-9','-9'
'286121180148','1','1','1','1','1','-9','2','1'
'286144760146','-9','-9','-9','-9','-9','-9','-9','-9'
'286144920146','-9','-9','-9','-9','-9','-9','-9','-9'
'286155350145','-9','-9','-9','-9','-9','-9','-9','-9'
'286168950143','-9','-9','-9','-9','-9','-9','-9','-9'
'286169740149','-9','-9','-9','-9','-9','-9','-9','-9'
'286174693054','-9','-9','-9','-9','-9','-9','-9','-9'
'286192390142','-9','-9','-9','-9','-9','-9','-9','-9'
'286192540142','-9','-9','-9','-9','-9','-9','-9','-9'
'286204970149','-9','-9','-9','-9','-9','-9','-9','-9'
'286226790149','-9','-9','-9','-9','-9','-9','-9','-9'
'286229970142','-9','-9','-9','-9','-9','-9','-9','-9'
'286243760146','-9','-9','-9','-9','-9','-9','-9','-9'
'286243920146','-9','-9','-9','-9','-9','-9','-9','-9'
'286246910148','-9','-9','-9','-9','-9','-9','-9','-9'
'286261900141','-9','-9','-9','-9','-9','-9','-9','-9'
'286276250247','-9','-9','-9','-9','-9','-9','-9','-9'
'286282100147','-9','-9','-9','-9','-9','-9','-9','-9'
'286302910146','-9','-9','-9','-9','-9','-9','-9','-9'
'286321700140','-9','-9','-9','-9','-9','-9','-9','-9'
'286356980145','-9','-9','-9','-9','-9','-9','-9','-9'
'286379410144','-9','-9','-9','-9','-9','-9','-9','-9'
'286379900144','-9','-9','-9','-9','-9','-9','-9','-9'
'286391120142','-9','-9','-9','-9','-9','-9','-9','-9'
'286391380142','-9','-9','-9','-9','-9','-9','-9','-9'
'286401150141','-9','-9','-9','-9','-9','-9','-9','-9'
'286408280149','-9','-9','-9','-9','-9','-9','-9','-9'
'286408430140','-9','-9','-9','-9','-9','-9','-9','-9'
'286408690149','-9','-9','-9','-9','-9','-9','-9','-9'
'286410120149','-9','-9','-9','-9','-9','-9','2','-9'
'286423740142','1','1','-9','-9','-9','-9','2','-9'
'286433370145','-9','-9','-9','-9','-9','-9','-9','-9'
'286468280149','-9','-9','-9','-9','-9','-9','-9','-9'
'286468430140','-9','-9','-9','-9','-9','-9','-9','-9'
'286468840140','-9','-9','-9','-9','-9','-9','-9','-9'
'286473720145','-9','-9','-9','-9','-9','-9','-9','-9'
'286473980145','-9','-9','-9','-9','-9','-9','-9','-9'
'286489033053','-9','-9','-9','-9','-9','-9','-9','-9'
'286512490149','-9','-9','-9','-9','-9','-9','-9','-9'
'286532330141','1','1','1','1','-9','-9','2','1'
'286548700145','-9','-9','-9','-9','-9','-9','-9','-9'
'286553950146','-9','-9','-9','-9','-9','-9','-9','-9'
'286593150142','-9','-9','-9','-9','-9','-9','-9','-9'
'286593310142','-9','-9','-9','-9','-9','-9','-9','-9'
'286603570144','-9','-9','-9','-9','-9','-9','-9','-9'
'286638390144','-9','-9','1','1','1','1','2','-9'
'286638620144','-9','-9','-9','-9','-9','-9','-9','-9'
'286638870244','1','-9','-9','1','-9','-9','1','-9'
'286662520142','-9','-9','-9','-9','-9','-9','-9','-9'
'286671340148','-9','-9','-9','-9','-9','-9','-9','-9'
'286674180144','-9','-9','-9','-9','-9','-9','-9','-9'
'286694510142','-9','-9','-9','-9','-9','-9','-9','-9'
'286698340141','-9','-9','-9','-9','-9','-9','-9','-9'
'286710180140','-9','-9','-9','-9','-9','-9','-9','-9'
'286710340140','-9','-9','-9','-9','-9','-9','-9','-9'
'286710590140','-9','-9','-9','-9','-9','-9','-9','-9'
'286730300144','-9','-9','-9','-9','-9','-9','-9','-9'
'286730550144','-9','-9','-9','-9','-9','-9','-9','-9'
'286749340140','-9','-9','-9','-9','-9','-9','-9','-9'
'286749590140','-9','-9','-9','-9','-9','-9','-9','-9'
'286763160149','-9','-9','-9','-9','-9','-9','-9','-9'
'286763320149','-9','-9','-9','-9','-9','-9','-9','-9'
'286763570149','-9','-9','-9','-9','-9','-9','-9','-9'
'286794613054','-9','-9','-9','-9','-9','-9','-9','-9'
'286795100145','-9','-9','-9','-9','-9','-9','-9','-9'
'286795360145','-9','-9','-9','-9','-9','-9','-9','-9'
'286809350148','-9','-9','-9','-9','-9','-9','-9','-9'
'286812130145','-9','-9','-9','-9','-9','-9','-9','-9'
'286812540145','-9','-9','-9','-9','-9','-9','-9','-9'
'286839770143','-9','-9','-9','-9','-9','-9','-9','-9'
'286839930143','-9','-9','-9','-9','-9','-9','-9','-9'
'286848550141','-9','-9','-9','-9','-9','-9','-9','-9'
'286850150149','-9','-9','-9','-9','-9','-9','-9','-9'
'286850310149','-9','-9','-9','-9','-9','-9','-9','-9'
'286853930146','-9','-9','-9','-9','-9','-9','-9','-9'
'286854980142','-9','-9','-9','-9','-9','-9','-9','-9'
'286889970145','-9','-9','-9','-9','-9','-9','2','-9'
'286890380147','-9','-9','-9','-9','-9','-9','-9','-9'
'286890530147','-9','-9','-9','-9','-9','-9','-9','-9'
'286910750149','-9','-9','-9','-9','-9','-9','-9','-9'
'286914500148','-9','-9','-9','-9','-9','-9','-9','-9'
'286922040143','-9','-9','-9','-9','-9','-9','-9','-9'
'286922440343','-9','-9','-9','-9','-9','-9','-9','-9'
'286941520149','-9','-9','-9','-9','-9','-9','-9','-9'
'286941770140','-9','-9','-9','-9','-9','-9','-9','-9'
'286946390148','-9','-9','-9','-9','-9','-9','-9','-9'
'286946540148','-9','-9','-9','-9','-9','-9','-9','-9'
'286951760144','-9','-9','-9','-9','-9','-9','-9','-9'
'286951920144','-9','-9','-9','-9','-9','-9','2','-9'
'286961730146','-9','-9','-9','-9','-9','-9','-9','-9'
'286963130146','-9','-9','-9','-9','-9','-9','-9','-9'
'286997540144','-9','-9','-9','-9','-9','-9','-9','-9'
'287027950149','-9','-9','-9','-9','-9','-9','-9','-9'
