Date,U.S. No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),East Coast (PADD 1) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New England (PADD 1A) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Connecticut No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Maine No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Massachusetts No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New Hampshire No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Rhode Island No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Vermont No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Central Atlantic (PADD 1B) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Delaware No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),District of Columbia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Maryland No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New Jersey No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New York No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Pennsylvania No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Lower Atlantic (PADD 1C) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Florida No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Georgia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),North Carolina No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),South Carolina No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Virginia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),West Virginia No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Midwest (PADD 2) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Illinois No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Indiana No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Iowa No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Kansas No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Kentucky No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Michigan No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Minnesota No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Missouri No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Nebraska No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),North Dakota No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Ohio No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Oklahoma No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),South Dakota No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Tennessee No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Wisconsin No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Gulf Coast (PADD 3) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Alabama No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Arkansas No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Louisiana No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Mississippi No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),New Mexico No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Texas No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Rocky Mountain (PADD 4) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Colorado No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Idaho No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Montana No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Utah No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Wyoming No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),West Coast (PADD 5) No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Alaska No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Arizona No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),California No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Hawaii No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Nevada No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Oregon No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day),Washington No. 2 Fuel Oil All Sales/Deliveries by Prime Supplier (Thousand Gallons per Day)
May-2002,21412.1,14628.3,4405.5,893.3,889.2,1452.5,529.9,380.1,260.7,6729,64.6,10.6,363.7,1531.5,2465.4,2293.2,3493.8,865.4,575.7,570.9,236.4,740.5,504.9,4543.7,586,420.7,131,116.2,768.1,427,159.4,106.9,88.6,17.1,823.6,68.5,24.4,367.5,438.9,2056.6,322.2,43.1,860.9,117.9,,712.5,,,,,,,,145,,,,,,
Jun-2002,18680.5,11563.8,2854.1,648.3,551.8,1005.3,312.8,213.9,122,5397,57.2,9.7,305.5,1304.4,1536.3,2183.9,3312.7,725,613.6,544.2,230.6,684.5,514.8,4900.4,710.8,419.2,138.4,102.9,793.4,398.4,123.7,132.2,155.3,19.3,1112.5,112.3,39,325.3,317.7,2039.9,299.3,67.6,938.2,146.5,,588.3,,,,,,,,131.7,,,,,,
Jul-2002,19014.4,11729.7,2491.2,519.6,468.9,881.9,276.7,211.8,132.3,5887.5,53.8,7.1,394.3,1464.3,1599.4,2368.7,3351,675.1,647.4,608.4,230,661.7,528.4,4910.7,830.6,430,124.2,84.7,789.8,411.2,149.1,138.8,300.2,16.8,1084.5,92,25.8,313.5,119.8,2161.6,349.2,64.8,876,199.3,,672.3,,,,,,,,160.4,,,,,,
Aug-2002,19157.7,11766.6,2603.5,517.2,552.5,926.8,255.8,205.8,145.4,5668.4,70.1,4.5,422.6,1262.6,1695,2213.6,3494.7,709.3,703.8,602.2,246.4,734.3,498.7,4854,803.8,472.8,103.2,74.5,878,408.6,139.5,158.4,128.4,8.3,1106.7,68.4,25.5,352,125.8,2339.2,378.9,56.8,920.3,211.1,,772.1,,,,,,,,148,,,,,,
Sep-2002,20522.8,13344.3,3446.5,757.3,677.8,1187.2,368.7,277.4,178.1,6447.9,62.9,11.7,343.7,1514.7,1980.6,2534.3,3449.9,720.3,620.5,600.6,240.9,749.7,517.9,4834.7,830.1,485.8,135.9,77.8,741.7,444.6,120.6,140.9,117.8,9.7,1120.2,55.5,35,376.5,142.6,2168.5,422.7,70.2,817.9,143.5,,714.4,,,,,,,,117.6,,,,,,
Oct-2002,26888.9,19189.5,6204.8,1310.8,1124.5,2254.5,694.4,461.7,359,8861,113,22.5,563.6,2247.6,2979.1,2935.3,4123.7,866.2,679.6,772.5,320.1,940.4,545,5219.4,863.3,512.9,209.9,72.1,794.8,511.5,144.6,130.1,117.5,,1179.9,55.2,,356.6,205.3,2295.1,397,40.4,982.8,106.8,,768.1,,,,,,,,,,,,,,
Nov-2002,32496.5,25031.9,8911.7,2042.4,1451,3370.7,920.4,620.3,506.9,12217.5,148.3,48.4,743.4,3393.6,4651.9,3231.9,3902.7,825.7,586.3,686.7,283.3,1000.4,520.4,4392.7,659.5,434.9,137.5,63.3,735.2,394,149.1,119.7,61.4,43.7,1041.1,49.5,23.6,307.1,173,2915.8,359,62.3,1380.5,223,,891.1,,,,,,,,,,,,,,
Dec-2002,42760.4,36262.4,13143.2,3081.4,1873.2,5051.9,1343.1,1087.4,706.2,18805.7,236.4,83.5,1355.1,4936.8,6892.6,5301.4,4313.5,687,626.6,874.7,292.7,1282.3,550.3,3854.9,441.6,366.4,55.4,37.2,750.9,410.3,97.1,112.1,42.5,,1078.1,60.5,,266.7,94,2483.5,319.8,64.9,1048.8,129.4,,920.6,,,,,,,,,,,,,,
Jan-2003,48363.6,42067.2,14931.3,3967.8,2420.1,5158.4,1547.3,1118.6,719.2,21842.2,281,121.8,1794,6769.7,7987.5,4888.2,5293.7,876.4,785.8,1062.1,323.7,1633.6,612.1,4025,396.8,391.1,52.8,20.5,789.6,363.9,146.4,150,30,24.9,1157.6,52.8,14.3,331.2,103.1,2120.8,351.9,42.9,684.6,104.6,,936.7,,,,,,,,,,,,,,
Feb-2003,44799.6,38588.8,13722.3,3576.8,2082.5,5097.4,1289.9,987.7,688,20086.8,262.4,115.4,1659.9,5712.6,7305.2,5031.3,4779.6,802,636.8,833.2,274.6,1695.7,537.3,4385.1,442.7,363.1,79.3,37.1,769.8,361.4,160.1,169.7,24.6,29,1484.8,35,13.6,306,108.7,1683.7,296.7,24.4,507.2,61.1,,794.4,,,,,,,,,,,,,,
Mar-2003,35392.1,28632.8,9808.9,2433.1,1422.2,3597.5,965.1,851.8,539.2,14389.6,176.8,79.1,1252.2,4437.9,5069.5,3374.2,4434.3,1119.5,640,667.1,294.7,1130.4,582.5,4138.4,515,338.4,102,36.8,754.7,293.7,,134.2,71.1,29,1181.7,75.7,,349.6,72.3,2474.2,362.4,24.9,701.5,175.7,,1209.6,,,,,,,,,,,,,,
Apr-2003,27697.4,20949.2,7019.5,1631.1,1083,2589.4,730.3,633,352.9,9857.3,128.1,40.8,713.9,2813.4,3720.6,2440.5,4072.4,1086.1,653.2,627.3,248.9,912.5,544.4,4603.8,773.5,381.4,145.2,49.9,809.1,315.4,134.2,145,92,35.9,1190.8,84.9,29.3,318.2,99,2043.8,376.5,30.1,628.6,194.1,,814.6,,,,,,,,,,,,,,
May-2003,20906.8,14105.6,4029.5,952.7,759.7,1370.7,398.6,347.2,200.6,6181,70.5,18.7,437.6,1710.7,2033.3,1910.1,3895.2,1016,673.9,600.1,366.3,732.6,506.3,4366,573.6,319.8,130.4,47.3,859,329.6,,154.2,100.9,,1114.6,72.1,32.5,357.9,89.2,2327.9,376.7,33.8,730.2,163.7,,1023.4,,1.1,,,,,,,,,,,,
Jun-2003,18965.7,12000.4,2720.7,637.2,474.6,922.5,267.1,246.7,172.6,5039.9,59.5,9.9,388.7,1092.1,1546.4,1943.3,4239.8,1031.1,712.8,673.5,372.8,892.2,557.4,4804.1,759.7,364.3,123.5,57.9,899.3,354.7,,165.4,85.2,33.6,1187.3,77.3,,401.4,116.3,2031.8,347.8,28.8,603.2,194.8,,857.1,,,,,,,,,,,,,,
Jul-2003,18912.4,11968.8,2426.8,520.3,489,814.8,255.9,207.8,139,5122.1,61.1,9.9,342.2,1104.7,1535.1,2069,4420,1020.1,671,659.2,271.1,1271.4,527.2,4710.2,613.3,421.5,91.2,86.9,858.7,338.8,,132.4,207.9,,1209.5,58.3,32.3,357.7,124.7,2090.2,357.4,40.7,599.2,225.1,,867.8,,,,,,,,,,,,,,
Aug-2003,19226.8,12186.2,2603.4,555.8,549.3,832.4,269.7,229.3,167,5799.6,57.8,11.4,344.7,1330.9,1667.7,2387.1,3783.1,937.8,645.9,578.7,224.5,806,590.2,4620.6,619.1,360.3,129.6,59.5,830.3,352.2,,166,190.1,32.1,1119,119.3,,365.4,90.4,2250.7,353.2,22.4,714.6,198.2,,962.3,,,,,,,,,,,,,,
Sep-2003,22797.1,15225.7,4191.9,1130.3,807.9,1236.1,400.8,313.5,303.4,6832.2,91.2,13,503.6,1809,2005.2,2410.3,4201.5,901.3,751.8,732.1,291,894.7,630.6,5059.9,745.5,401.1,187.8,35.5,962,421.8,,111.5,99.6,27.6,1181.8,148.4,,398.1,136.5,2370.7,363.9,19.5,691.2,199.5,,1096.7,,,,,,,,,,,,,,
Oct-2003,26763.4,18877.1,5595.4,1365.1,992.1,1864.1,611.1,431.1,331.9,8859.7,139,36.6,661.7,2731.3,2524.1,2767,4422,1091.7,740.6,748.7,281.3,1004.5,555.1,5623.3,803.6,493.5,227.8,62.6,1095.4,401.8,145.3,141.8,126.5,38.6,1379.4,142.9,33.1,415.4,115.7,2116.2,375.3,27,608.7,188.2,,917,,,,,,,,,,,,,,
Nov-2003,26669.6,20433.9,6577.4,1636.7,1168,2159.3,723,503,387.4,9739,,,674.2,3019.9,2815.3,3045.2,4117.5,1180.3,627.5,576.5,262.2,966.7,504.2,4248.9,505,357.8,97.7,41.7,824.3,306.2,,117,61,28.3,1235.6,153.7,,331.6,72.6,1818.6,290.7,20.4,525.4,116.2,,865.9,,,,,,,,,,,,,,
Dec-2003,37965,32308.4,11314.9,3022.5,1810,3761.5,1250.6,879.2,591.1,16007.5,216.7,87,1213,5333.9,5091.1,4065.8,4986,1233.8,678,814.6,309.9,1371.2,578.4,3836.4,530.3,330.8,75.8,31.8,774.7,336,,113.4,29.7,30,925.9,157.1,,304.3,79.1,1642.6,315.1,14.5,458,84.7,,770.3,,,,,,,,,,,,,,
Jan-2004,47979.8,42137.4,15879.8,4368.9,2240.3,5247.7,1680.1,1439.7,903.2,20823.5,302.3,128.3,1772.1,6507,7443.7,4670.2,5434,1219.1,603.3,1012.5,305.2,1717.1,576.9,4162.7,473.5,448.6,66.8,35.2,754.7,346.2,219.1,152.5,19.9,71.2,1034.4,88.4,19.7,348.6,84,1505.1,307.1,21.6,509.6,73.4,,593.4,,6.2,,,,,,,,,,,,
Feb-2004,41852.4,35908.6,12414.2,3506,1920.6,3920.9,1293.7,1090.1,682.9,18187.7,,,1790.7,5604.2,5739,4643.8,5306.8,1274.4,543,962.4,312.7,1598.8,615.5,4038.2,498.6,387.7,72.2,38.5,852,342.8,173.4,130,25.8,60.8,972,55.7,28.1,306.6,94.1,1772.2,315.9,35.8,409.7,105.8,,905,,,,,,,,,,,,,,
Mar-2004,32449.3,26389.5,9524.6,2258.7,1550.9,3150.9,871.3,1186.8,506.1,12023.5,,,988.1,3330.1,4198.3,3249.7,4841.3,1313.1,691.9,776.2,304.1,1073.9,682.1,3977.1,475.8,352.7,115.9,63.9,871.9,295.5,152.2,126.9,104.8,51.2,808.3,72,38.9,371.9,75.2,1922.6,357.4,35.4,577.6,163.6,,788.6,,,,,,,,,,,,,,
Apr-2004,25977.2,19418.5,6364.9,1472.2,1083.5,1946,654,857.8,351.5,8526.4,138.7,45.3,661.7,2705.5,2662,2313.3,4527.2,1318.3,706.7,713.7,269.9,867.5,651.2,4374,527.1,328.7,237.8,78.2,808.4,427.6,190,130.4,177,69.8,820.8,64.2,67.2,379.2,67.6,1832.7,390.6,31.7,617.3,137,,656.1,,,,,,,,297.3,,,,,,
May-2004,18251.6,12061.1,2849.1,609.5,607.5,847.5,242.7,364.1,177.9,5506.4,50.6,30.2,433.8,1415.4,1455.5,2121,3705.6,1020.4,642,533,250.3,659.1,600.8,3961.3,546.1,344.5,141.6,64.8,788.5,342.9,89.7,109.7,148.1,75,720.3,82.7,41,372.7,93.7,1875.9,356,41.1,755.5,130.3,,592.9,12,3.6,,,,,341.4,,,,,,,
Jun-2004,17929.4,11522.5,2684.1,548.7,561.4,808.1,293.6,301.7,170.6,4591.6,51.7,26.5,395.4,926.3,1444.9,1746.8,4246.9,1180,609.3,709.8,273.7,832.6,641.6,4234.3,608.6,382.9,163.4,88.7,819.4,366.2,86.3,113.1,155.7,75.9,798.2,66.6,33,366.7,109.6,1725.5,384.4,22.8,678.4,124.8,,515,27.6,,,,,,419.5,,,,,,,
Jul-2004,16702.6,10335.3,2105.9,442,418.9,678.8,212.4,196.6,157.1,4091.7,84.5,24.5,337,802.7,1109.2,1733.9,4137.7,1244.9,653.5,655.7,229.1,809,545.4,3959.3,644.7,367.3,140.3,61.8,701,336.4,97.1,67,152,59.2,750.4,82.2,33.1,349.2,117.6,1962.2,356.5,22.9,618.9,,,775.4,,3.9,,,,,,375.8,,,,,,
Aug-2004,18643.1,11707.3,2731.2,645,524.3,777.2,296.2,294.2,194.4,4882.2,,,399.9,805.9,1464.1,2145.5,4093.8,1097.3,653,751.6,254,763.6,574.4,4100.9,663.8,332.6,138.6,57.2,743.2,360.9,85.2,72.8,208.3,56.2,797,70.5,29.2,374.5,110.9,2146.7,370.9,21,701.7,182.6,,870.5,,16.1,,,,,,,,,,,,
Sep-2004,20138.4,12901.3,3646.5,801.1,694.2,1106.3,363.9,453.1,228,5192,66.3,7,446,963.6,1604.7,2104.5,4062.7,1112.3,563.6,694.8,244.2,841.9,605.9,4402.9,844.7,390.3,217.8,66.7,748,382,105.6,130.1,127.5,41.2,797.9,69.8,36.4,343.6,101.3,2400.2,379.9,56.7,983.6,191,,788.9,,16.2,,,,,,295.5,,,,,,
Oct-2004,23311.7,16551.1,4681.4,1068.8,839.8,1399.2,560.9,510.9,301.8,7244.1,77.1,24.5,572.6,1885.3,2206.3,2478.2,4625.6,1297.1,648.4,743.6,249,1029.8,657.6,4610.2,756.8,341.6,257.4,60.1,699.3,393.3,139.4,139.8,119.7,53.8,1041.6,74.9,44.5,346.1,142,1832.3,365.7,23.3,717.2,110.5,,615.6,,17.7,,,,,,213.5,,,,,,
Nov-2004,27318.4,21074.4,7269.3,1653.6,1134.9,2333.1,791.8,868.3,487.7,9386.4,78,,755.9,2637.2,3161.2,2722.2,4418.6,1319.8,559.7,651.5,258.6,1044.1,585,4057.4,641.7,325.8,150.7,47.1,726.8,348.4,67.6,143,80.1,37.3,926.1,67.4,31.6,342.5,121.1,1888.8,358.4,14.5,765.9,112.8,,637.1,,5.5,,,,,189.2,182.1,,,,,,
Dec-2004,35468.5,29849.2,11068.1,2696.2,1777.4,3386.7,1202.6,1314.8,690.2,14157.2,158.6,69.1,1075.7,4321.3,4803.8,3728.7,4623.9,1213.3,564.4,772.4,259.6,1210.4,604,3502.6,531.9,409.1,75.1,33.4,613.3,309.3,58.9,144.1,41,25.9,759,65.6,21.5,309.1,105.5,1775.4,354.5,18.1,794.1,57.2,,551.5,,4.2,,,,,,185.3,,,,,,
Jan-2005,38673.1,33730.6,12596,3027.9,1902.7,4020.1,1379.5,1487.9,777.9,16637,170,87.9,1244,4510.2,6288.5,4336.5,4497.6,1133.5,585.2,846,200.9,1233,499,3130.9,542.8,458.5,59.6,28.6,438.6,268.5,80.5,134.5,13.2,33.3,661.8,53.8,8.5,256.4,92.5,1523.1,322.5,11.6,685.6,58.1,,445.2,,5.1,,,,,,194.7,,,,,,
Feb-2005,37556.4,32543.4,11453.3,2772.3,1644.5,3582.6,1266.1,1461.8,726,16525.3,181.9,69.5,1297.5,4251.6,6038.5,4686.2,4564.9,1184.8,548.7,812.7,216.8,1193.4,608.5,3146.4,581.6,390.8,53.7,37.8,507.8,246.6,41.5,149.9,19.1,34.4,651.5,73.1,10.9,275.7,72.1,1449.1,313.6,11.4,662.9,48.5,,412.8,,4.9,,,,,,261.4,,,,,,
Mar-2005,33096.5,27351,9854.2,2517.9,1323.9,3113.6,1078.2,1195.8,624.9,13428.5,,,1056.9,2917,5168.6,4073.3,4068.3,1133.6,576.6,653.2,205.4,923.6,575.9,3642.5,663.5,463,165.8,70.2,477.6,250.9,57.5,213.4,58.1,44.5,638.6,112,17.4,299.5,110.6,1703.1,312.3,20.3,857.6,100.3,,412.5,,11.8,,,,,,251.7,,,,,,
Apr-2005,21996.3,15981.6,4754.7,1070.6,912.5,1421.7,493.6,553.9,302.4,7552.5,,,469.4,1501.9,2802.9,2681.1,3674.4,969.4,611.2,621.6,215.9,679,577.4,3794.8,716.3,540.1,185.7,88.6,516.8,241.7,61.4,176.8,90.2,51.8,547.1,140.4,39.4,299.9,98.5,1739.5,316.5,24.9,816.2,140.6,,441.2,,4.9,,,,,,351.5,,,,,,
May-2005,19922.3,13834.3,4161,763.7,938.3,1231.3,456.8,486.3,284.7,5855,,,377.9,1153.7,1975.7,2278.8,3818.3,1058,702.4,654.1,256.4,633.9,513.5,3616.6,724.2,455.9,130.6,77.4,536.4,229.6,55.7,192.6,105.2,44.5,489.9,139.4,28.5,294.6,112.1,1986.8,328.1,25.3,863.6,167.1,,602.7,,5.8,,,,,,330.6,,,,,,
Jun-2005,18032.3,11966,3204.4,527.4,716.9,1145.6,292.1,331.1,191.3,5206.6,,,343.7,829,1499,2443.7,3555,939.9,588.2,539.6,232,665.7,589.6,3444.1,617.2,495,135.1,83.8,475.6,219.4,63.8,148.6,139.5,19.2,460.6,125.4,28.8,321.6,110.4,2031.9,320.8,29.1,1004,223.2,,454.7,,3.2,,,,,,457.2,,,,,,
Jul-2005,15622.7,10478.1,2343.4,414.5,591,682.5,228,249.5,177.8,4953.6,,,296,1047.6,1446.4,2052.7,3181.1,928.9,552.3,460.1,207.5,577.1,455.4,3211.7,672.9,348.1,141.6,71.2,430.2,203.4,63.6,129.5,220.6,28.8,383.9,116.1,28.7,289.7,83.6,1353.1,253.6,27,463.8,169.4,,439.2,,1.5,,,,,,,,,,,,5.5
Aug-2005,18866.3,12824,3090.9,592.5,691.6,920.2,279.7,356,250.9,5950.5,,,462.1,1146.7,1823.3,2400.2,3782.6,1052.9,647.9,579.1,265.3,672.9,564.6,3810.4,773.9,509.6,162,69.6,523.2,219,59.5,186.3,148,37,489.4,139.3,34.2,343,116.3,1568.3,321.8,31.1,494.5,206.9,,514,,4.2,,,,,,512,,,,,,
Sep-2005,19670.4,13491.2,3386.8,598.8,803.9,1050.3,337.6,369.4,226.7,6399.2,,,604,989.1,2000.1,2707.7,3705.1,997.8,645.5,603.6,320.1,735.7,402.6,4116.3,851,495.4,222.5,87.3,510,224.2,83,195.7,140.2,37.5,632,168.1,36.9,306.7,125.8,1625.3,384,25.3,423.8,188.9,,603.3,,,,,,,,265.2,,,,,,
Oct-2005,20815.7,14898.3,4465.1,1090.2,846.8,1373.1,420.6,445.9,288.5,7123,79.5,59.2,793.3,1288.1,2351,2552,3310.2,758.5,578.8,619.4,245.1,764.1,344.2,4071.4,875.4,459.8,266.6,81.5,443.4,232.5,140.8,191.8,129.1,48.4,559.7,185.7,44.4,286.4,126.1,1561.5,336.5,32.1,480.7,193.1,,519.1,,11.7,,,,,,157.8,,,,,,
Nov-2005,25978.4,20837.1,7033.6,1618.6,1242,2283.8,682,797.4,409.9,9980.6,91.3,54.6,842,2148.5,3398.7,3445.5,3822.9,1046.6,549.7,664.2,277.8,929.4,355.1,3326.9,806.6,452.8,160.7,62,336.6,180.2,88.2,161.5,65.4,29.5,531.9,105.8,25.2,258,62.5,1480.2,294.2,29.8,475.2,168.7,,512.3,,2.8,,,,,,189.6,,,,,,
Dec-2005,34780.1,29975,10770.8,2516,1834.5,3505.1,1013.7,1312.5,589.1,15358.7,139.1,105.4,1254.1,3872.1,5638.9,4349.2,3845.4,759.9,574.9,647.9,250.3,1240.7,371.7,3226.2,752.5,363.1,112.8,48,428.8,194.6,90.3,138.4,30.8,35,550.6,85.5,14.5,291.3,89.8,1262.2,311.2,16.5,624.1,85,,225.3,,,,,,,,198.6,,,,,,
Jan-2006,31740.5,26858.8,10050.2,2236.3,1997.4,3137,915.6,1202.1,561.8,13253.9,102,74,1080.4,3137.9,4887.5,3972.1,3554.7,790.3,515.9,602,244.1,964.2,438.3,3150.7,755.9,439.2,110.9,63.4,337.9,177,79.9,142.9,46.6,27.5,449.3,87.2,17.7,337.4,77.9,1338.7,286.7,,403.6,,,566.2,,,5.5,,,,,269.4,,,,,,
Feb-2006,33940.7,28839.1,10756.2,2508.5,2052.6,3312.8,1037.8,1307.8,536.7,14364.1,,,932.7,3505.8,5141.8,4563.6,3718.9,854.1,564.4,681.3,226.4,963.4,429.4,3492.4,761.1,559.2,111.9,79.1,344.6,209.7,94.1,170.9,32.8,30.6,545.8,95.1,17.4,316.5,123.5,1297.1,274.5,20.1,333.1,85.5,,583.9,,,6.8,,,,,179.4,,,,,,16.3
Mar-2006,30423.9,24943.5,9381.2,2174.7,1757.8,2954.6,855.5,1123.8,514.6,11714.9,,,729.5,2579.4,4699.2,3575.2,3847.5,951.6,677.9,650.1,234.7,890.1,443.1,3351.4,814,421.5,142.6,100,373.7,179.6,105.9,178,70.5,25.1,432.2,79.9,13,321,94.5,1641.8,325.5,24.4,486.7,144.5,,660.7,,,,,,,,329.1,,,,,,11.6
Apr-2006,18602.6,14077.7,4517.6,891.4,966.7,1352.9,454.7,577.9,274,6574.8,58.6,19.2,401.1,1179,2563.5,2353.4,2985.2,733.8,580.8,488.1,206.6,612.2,363.7,2845.5,851.6,163.2,219,98.3,145.7,173.5,143.1,176.2,105.9,20.8,237,83.5,31.7,293.4,102.6,1302.5,281.2,41.3,477.6,170.5,,332,,,,,,,,248.9,,,,,,
May-2006,15026,11102.1,3583.3,665.3,760,1119.5,380.2,408.2,250.2,4813.8,,,400.7,918.3,1751.8,1701.2,2705,543.4,548,474.6,230.1,550.5,358.3,2294.6,798.4,110.1,124.1,70.2,51.9,99.3,134.4,81.6,94.5,25.9,174.7,90.3,33.2,315.1,91,1130.5,293.9,30.9,336.6,138.2,,331,,,,,,,,,,,,,,
Jun-2006,13199.1,9646.6,2683.6,593.5,544.2,804.2,255.6,293.9,192.1,4461.4,26.1,22.7,246.6,1035.9,1523.3,1606.7,2501.6,469.7,495,457.9,233.5,510.3,335.2,1922.8,785.3,90,,,40.4,68.3,,68.2,,18.2,118.1,72.6,,276.8,78.7,1092.9,262.2,43.7,,,,271.7,,,,,,,,,,,,,,
Jul-2006,12192.2,8786.5,2164,418.5,501.6,631.5,192.6,210.3,209.6,4364,25.6,22.5,287.6,746.8,1360.4,1921.1,2258.5,435.3,384.9,444.3,188.5,505.9,299.5,1694.3,659.9,59.1,,,41.8,50.9,,42.3,,18.3,112.3,57.4,,248.9,67.7,1184.3,218.1,39.1,,,,474.2,,,,,,,,,,,,,,
Aug-2006,13805.4,10133.3,2542.3,513.5,635.1,666.8,244.5,304.5,177.9,4974.5,,,412.1,971.5,1563.2,1913.8,2616.5,483,438.9,515.2,177.4,628.7,373.3,1653.1,728.9,58.3,,34.8,69.7,50.9,,10,,39.3,90.2,,,239.4,82.7,1655,299.9,,,248.4,,796.9,,,,,,,,,,,,,,
Sep-2006,14157.7,11278,3204.8,619.8,825.9,900,304,357.7,197.3,5774.5,45.1,4,349.5,1038.1,1727.6,2610.1,2298.7,414.5,393.7,428.9,170.6,558.2,332.8,1418.5,565.7,27.5,,,34.5,36.2,61,,,,198.4,46,,280.7,61.2,1216.3,233.2,35.8,298.2,146.3,,502.8,,,,,,,,,,,,,,
Oct-2006,16865.6,14068.8,4646.3,1025.1,971.9,1355.8,477.7,527.7,288.1,6860.7,,,425.8,1292.2,2516.7,2543.8,2561.7,516.8,378.9,502.7,189.1,642,332.1,1250.4,487.8,44.3,,,47.7,49.8,,8.8,,17.4,115.2,,,294.6,33.3,1392.1,244.8,17.3,,,,717.5,2.9,,,,,,151.4,,,,,,,9.9
