control,ROTHE,rgroc,rclot,rcarp,rkidc,rmedi,rutil,rcost
'387710680246','2','-9','-9','-9','-9','-9','-9','-9'
'387710680543','2','-9','-9','-9','-9','-9','-9','-9'
'387730680642','2','-9','-9','-9','-9','-9','-9','-9'
'387809900149','2','1','-9','-9','-9','-9','1','1'
'387828030141','2','-9','-9','-9','-9','-9','-9','-9'
'387925330141','2','1','1','-9','-9','-9','1','-9'
'387951930141','2','1','-9','-9','-9','-9','-9','-9'
'388013940240','2','-9','-9','-9','-9','-9','1','1'
'388022950147','2','-9','-9','-9','-9','-9','-9','-9'
'388092740145','2','-9','-9','-9','-9','-9','-9','1'
'388127950140','2','-9','-9','-9','-9','-9','-9','-9'
'388138360149','2','-9','-9','-9','-9','-9','-9','-9'
'388206570143','2','-9','-9','-9','-9','-9','-9','-9'
'388243300142','2','-9','-9','-9','-9','-9','-9','-9'
'388247440140','2','-9','-9','1','-9','-9','-9','-9'
'388268790245','2','-9','-9','-9','-9','-9','-9','-9'
'388295360149','2','-9','-9','-9','1','-9','-9','-9'
'388321100248','2','-9','-9','-9','-9','-9','-9','-9'
'388339720141','2','-9','-9','-9','-9','-9','-9','-9'
'388348720144','2','-9','-9','-9','-9','-9','-9','-9'
'388365520147','1','-9','-9','-9','-9','-9','-9','-9'
'388379370147','2','1','-9','-9','-9','-9','-9','-9'
'388421740145','2','-9','-9','-9','1','1','-9','-9'
'388433550248','2','-9','-9','-9','-9','-9','1','-9'
'388439660243','2','-9','-9','-9','1','-9','-9','-9'
'388451960249','2','-9','-9','-9','-9','-9','-9','-9'
'388473500148','2','1','-9','-9','-9','1','-9','-9'
'388497960149','2','-9','-9','-9','-9','-9','-9','-9'
'388503750146','1','1','-9','-9','-9','1','1','-9'
'388509900140','2','-9','-9','-9','-9','-9','-9','-9'
'388510350148','2','-9','-9','-9','-9','-9','-9','-9'
'388512750143','2','1','-9','-9','-9','-9','1','-9'
'388524920141','2','-9','-9','-9','-9','-9','-9','-9'
'388527780141','2','-9','-9','-9','-9','-9','-9','-9'
'388546970147','2','-9','-9','-9','-9','-9','-9','-9'
'388560190148','2','-9','-9','-9','-9','-9','-9','-9'
'388763500143','2','-9','-9','-9','-9','-9','-9','-9'
'388824390140','2','-9','-9','-9','-9','-9','-9','-9'
'388854270145','2','-9','-9','-9','-9','-9','-9','-9'
'388863910144','2','-9','-9','-9','-9','-9','-9','-9'
'388878140143','2','-9','-9','-9','-9','-9','-9','-9'
'388879790246','2','1','-9','1','-9','-9','-9','-9'
'388946940346','2','-9','-9','-9','-9','1','-9','-9'
'388952730144','2','1','-9','-9','-9','1','-9','-9'
'388954740143','2','-9','-9','-9','-9','-9','-9','-9'
'388987930148','2','-9','-9','-9','-9','-9','-9','-9'
'389003960149','2','-9','-9','-9','-9','-9','-9','-9'
'389007180145','2','-9','-9','-9','-9','-9','-9','-9'
'389029700145','2','1','1','1','-9','-9','-9','-9'
'389031380144','2','-9','-9','-9','-9','-9','-9','-9'
'389082760148','2','-9','-9','-9','-9','-9','-9','-9'
'389103390149','2','-9','-9','-9','-9','-9','-9','-9'
'389127310146','2','-9','-9','-9','-9','-9','-9','-9'
'389140310140','2','-9','-9','-9','-9','-9','-9','-9'
'389157150147','1','-9','-9','-9','-9','-9','-9','-9'
'389174970144','2','-9','1','-9','-9','-9','-9','-9'
'389207570143','2','-9','-9','-9','-9','-9','-9','-9'
'389229290149','2','-9','-9','-9','-9','-9','-9','-9'
'389268150142','2','-9','-9','-9','-9','-9','-9','-9'
'389276580343','2','-9','-9','-9','-9','-9','-9','-9'
'389292250148','2','-9','-9','-9','-9','-9','-9','-9'
'389294900243','2','-9','-9','-9','-9','-9','-9','-9'
'389319760147','2','-9','-9','-9','-9','-9','-9','-9'
'389355340140','2','-9','-9','-9','-9','-9','-9','-9'
'389373590544','2','-9','-9','1','-9','1','-9','-9'
'389386370346','2','-9','-9','-9','-9','-9','1','-9'
'389388920145','2','-9','-9','1','1','-9','-9','-9'
'389447910145','2','-9','-9','-9','-9','-9','-9','-9'
'389490360149','2','1','-9','-9','-9','-9','-9','1'
'389506730145','1','-9','-9','-9','-9','-9','-9','-9'
'389528150147','2','-9','-9','-9','-9','-9','-9','-9'
'389557150141','2','1','1','1','-9','1','1','1'
'389564520147','2','-9','-9','-9','-9','-9','-9','-9'
'389654310148','2','-9','-9','-9','-9','-9','-9','-9'
'389681580541','2','-9','-9','-9','-9','-9','-9','-9'
'389710620240','2','-9','-9','-9','-9','-9','1','1'
'389750350141','2','-9','-9','-9','-9','-9','-9','-9'
'389752530149','2','-9','-9','-9','-9','-9','1','-9'
'389808540147','2','-9','-9','-9','-9','-9','-9','-9'
'389836910141','2','-9','-9','-9','-9','-9','-9','-9'
'389906300142','2','-9','-9','-9','-9','-9','-9','-9'
'389910960140','2','-9','-9','-9','-9','-9','-9','-9'
'389916490148','1','1','-9','-9','-9','-9','-9','1'
'389932560148','2','-9','-9','-9','-9','-9','-9','-9'
'389980910149','2','1','-9','-9','-9','-9','-9','-9'
'389992530141','2','1','1','1','-9','1','1','-9'
'389996980147','2','-9','-9','-9','-9','-9','-9','1'
'391596430133','2','-9','-9','-9','-9','-9','-9','-9'
'392206730133','2','-9','-9','-9','-9','-9','-9','-9'
'393206130133','2','-9','-9','-9','-9','-9','-9','-9'
'393583830133','2','-9','-9','-9','-9','-9','-9','-9'
'393796430133','1','-9','-9','-9','-9','1','-9','-9'
'394053730133','2','-9','-9','-9','-9','-9','-9','-9'
'394452230133','2','-9','-9','-9','-9','-9','-9','-9'
'394502930133','2','-9','-9','-9','-9','-9','-9','-9'
'396273730133','2','-9','-9','-9','-9','-9','-9','-9'
'396408030133','2','-9','-9','-9','-9','-9','-9','-9'
'396502530133','2','1','-9','-9','-9','-9','-9','-9'
'396954130133','2','-9','-9','-9','-9','-9','-9','-9'
'397502630133','2','-9','-9','-9','-9','-9','-9','-9'
'397710930133','2','-9','-9','-9','-9','-9','-9','-9'
'397747430133','2','-9','-9','-9','-9','-9','-9','-9'
'397796230133','2','-9','-9','-9','-9','-9','-9','-9'
'398452130133','2','-9','-9','-9','-9','-9','-9','-9'
'398502930133','2','-9','-9','-9','-9','-9','-9','-9'
'399036830148','2','-9','-9','-9','-9','-9','-9','-9'
'399044800342','2','-9','-9','-9','-9','-9','-9','-9'
'399072748084','2','-9','-9','-9','-9','-9','-9','-9'
'399114980441','2','1','-9','-9','1','1','-9','-9'
'399130930343','2','-9','-9','-9','-9','-9','-9','-9'
'399134970149','2','-9','-9','-9','-9','-9','-9','-9'
'399143930113','1','-9','-9','-9','-9','-9','-9','-9'
'399153990141','2','-9','-9','-9','-9','-9','-9','-9'
'399168630123','2','-9','-9','-9','-9','-9','-9','-9'
'399192738380','1','-9','-9','-9','-9','-9','-9','-9'
'399200930443','2','-9','-9','1','-9','-9','-9','1'
'399229940246','2','1','1','1','-9','-9','1','1'
'399242830341','2','1','1','-9','-9','-9','-9','-9'
'399251930148','2','-9','-9','-9','-9','-9','-9','-9'
'399273930113','2','1','-9','-9','-9','-9','1','-9'
'399277900345','2','-9','-9','-9','-9','-9','-9','-9'
'399306890243','2','-9','-9','-9','-9','-9','-9','-9'
'399320960442','2','-9','-9','-9','-9','-9','-9','-9'
'399324560246','2','-8','-9','-9','-9','-9','-9','-9'
'399404930133','2','-9','-9','-9','-9','-9','-9','-9'
'399408030133','2','-9','-9','-9','-9','-9','-9','-9'
'399414810245','2','-9','-9','-9','-9','1','-9','-9'
'399425870347','2','-9','-9','-9','-9','-9','-9','-9'
'399445900147','2','-9','-9','-9','-9','-9','-9','-9'
'399445900444','2','1','1','-9','-9','1','-9','1'
'399452900244','2','-9','-9','-9','-9','-9','-9','-9'
'399452901044','2','-9','-9','-9','-9','-9','-9','-9'
'399467910443','2','-9','-9','-9','-9','-9','-9','-9'
'399479930145','2','-9','-9','-9','-9','-9','-9','-9'
'399494830123','2','-9','-9','-9','-9','-9','-9','-9'
'399497900544','2','-9','-9','-9','-9','-9','-9','-9'
'399517900445','2','1','-9','-9','-9','-9','-9','-9'
'399562990448','2','-9','-9','-9','-9','-9','-9','-9'
'399575990348','2','-9','-9','-9','-9','-9','-9','-9'
'399577890144','2','-9','-9','-9','-9','-9','-9','-9'
'399595920344','2','-9','-9','-9','-9','-9','-9','-9'
'399596330133','1','-9','-9','-9','-9','-9','-9','-9'
'399607910249','2','-9','-9','-9','-9','-9','-9','1'
'399664870249','2','-9','-9','-9','-9','-9','-9','-9'
'399688950445','1','1','1','1','-9','1','1','1'
'399694980448','2','-9','-9','-9','-9','-9','-9','-9'
'399727910445','2','-9','-9','-9','-9','-9','-9','-9'
'399740910144','2','-9','-9','-9','-9','-9','-9','-9'
'399740910441','2','-9','1','-9','-9','-9','-9','-9'
'399747030133','2','1','1','1','-9','-9','-9','-9'
'399838748589','2','1','-9','-9','-9','-9','-9','-9'
'399894750346','2','-9','-9','-9','-9','-9','-9','-9'
'399894910346','1','-9','-9','-9','1','-9','-9','-9'
'399907950247','2','-9','-9','-9','-9','-9','-9','-9'
'399937948981','2','-9','-9','-9','-9','-9','-9','-9'
'399938430133','2','-9','-9','-9','-9','-9','-9','-9'
'399942960440','2','-9','-9','-9','-9','-9','-9','-9'
'399951990140','2','-9','-9','-9','-9','-9','-9','-9'
'399961930123','2','-9','-9','-9','-9','-9','-9','-9'
'399974680441','2','-9','-9','-9','-9','-9','-9','-9'
'399975940141','1','-9','-9','-9','-9','-9','-9','-9'
'399977758281','2','1','-9','-9','-9','-9','-9','-9'
'400006590140','2','-9','-9','-9','-9','-9','-9','-9'
'400019780141','2','-9','-9','-9','-9','-9','-9','-9'
'400031110143','2','-9','-9','-9','-9','-9','-9','-9'
'400058130349','2','-9','-9','-9','-9','-9','-9','-9'
'400094160143','2','-9','-9','1','-9','-9','-9','-9'
'400107340148','2','-9','-9','-9','-9','-9','-9','-9'
'400107530146','2','-9','-9','-9','-9','-9','-9','-9'
'400117130103','2','-9','-9','-9','-9','-9','-9','-9'
'400138550149','2','-9','-9','-9','-9','-9','-9','-9'
'400144990140','2','-9','-9','-9','-9','-9','-9','-9'
'400181230103','2','-9','-9','-9','-9','-9','-9','-9'
'400229120145','2','-9','-9','-9','-9','-9','-9','-9'
'400253160143','2','-9','-9','-9','-9','-9','-9','-9'
'400380350446','2','1','-9','-9','-9','-9','-9','-9'
'400381930133','2','-9','-9','-9','-9','-9','-9','1'
'400410190143','2','-9','-9','-9','-9','-9','-9','-9'
'400430940144','2','-9','-9','-9','-9','-9','-9','-9'
'400502140146','2','-9','-9','-9','-9','-9','-9','-9'
'400595110141','2','-9','-9','-9','-9','-9','-9','-9'
'400596320146','2','-9','-9','-9','-9','-9','-9','-9'
'400600180149','2','-9','-9','-9','-9','-9','-9','-9'
'400600180446','2','-9','-9','-9','-9','-9','-9','-9'
'400617130103','2','-9','-9','-9','-9','-9','-9','-9'
'400622770146','2','-9','-9','-9','-9','-9','-9','-9'
'400641170140','2','-9','-9','-9','-9','-9','-9','-9'
'400656950145','2','-9','-9','-9','-9','-9','-9','-9'
'400691130103','2','1','1','1','-9','1','1','1'
'400700130103','2','1','-9','-9','-9','1','-9','-9'
'400736390143','2','-9','-9','-9','-9','-9','-9','-9'
'400743910144','2','1','-9','1','-9','-9','1','1'
'400749230103','2','-9','-9','-9','-9','-9','-9','-9'
'400763160247','2','-9','-9','-9','-9','-9','-9','-9'
'400778530142','2','-9','-9','-9','-9','1','-9','-9'
'400793300149','1','-9','-9','-9','-9','-9','-9','-9'
'400853330103','2','-9','-9','-9','-9','-9','-9','-9'
'400892130141','2','-9','-9','-9','-9','-9','1','-9'
'400895150144','2','-9','-9','-9','-9','-9','-9','-9'
'400907230303','2','-9','-9','-9','-9','-9','-9','-9'
'400907330203','2','-9','-9','-9','-9','-9','-9','-9'
'400909750147','1','-9','-9','-9','-9','-9','-9','1'
'400929960143','2','-9','-9','-9','-9','-9','-9','-9'
'400951130203','2','1','-9','-9','-9','-9','-9','-9'
'400965130203','2','-9','-9','-9','-9','-9','-9','-9'
'400965130303','2','-9','-9','-9','-9','-9','-9','-9'
'400982130142','2','-9','-9','-9','-9','-9','-9','-9'
'401141150145','2','-9','-9','-9','-9','-9','1','-9'
'401387770144','2','-9','-9','-9','-9','-9','-9','-9'
'401410330103','2','-9','-9','-9','-9','-9','-9','-9'
'401553380146','2','1','-9','-9','-9','1','1','1'
'401755180149','2','-9','-9','-9','-9','-9','-9','-9'
'401839100143','2','-9','-9','-9','-9','-9','-9','-9'
'401895580141','2','1','1','-9','-9','-9','-9','1'
'401941100140','2','-9','-9','-9','-9','-9','-9','-9'
'402089750147','2','-9','-9','-9','-9','-9','-9','-9'
'402261970143','2','1','1','1','-9','1','1','1'
'402295340143','2','-9','-9','-9','-9','-9','-9','-9'
'402493300144','2','-9','-9','-9','-9','-9','-9','-9'
'402733790146','2','-9','-9','-9','-9','-9','1','-9'
'402944160140','2','-9','-9','-9','-9','-9','-9','-9'
'402944570140','2','-9','-9','-9','-9','-9','-9','-9'
'403169110143','2','-9','-9','-9','-9','-9','-9','-9'
'403169520143','2','-9','-9','-9','-9','-9','-9','-9'
'403358550144','2','-9','-9','-9','-9','-9','-9','-9'
'403512190143','2','-9','-9','-9','-9','-9','-9','-9'
'404389340443','2','1','-9','-9','-9','-9','-9','-9'
'404494380144','-8','-8','-9','-9','-9','-9','-9','-9'
'404558340245','2','-9','-9','-9','-9','-9','-9','-9'
'405261940143','2','1','-9','-9','-9','-9','-9','-9'
'406494310149','2','-9','-9','-9','-9','1','1','1'
'410389770146','2','-9','-9','-9','-9','-9','-9','-9'
'411889150142','2','-9','-9','-9','-9','-9','-9','-9'
'429566930113','2','1','-9','1','-9','-9','1','-9'
'429742920245','2','-9','-9','-9','-9','-9','-9','-9'
'440711900141','2','-9','-9','-9','-9','-9','-9','-9'
'443357560147','2','-9','-9','-9','-9','-9','-9','-9'
'448037590146','2','-9','-9','-9','-9','-9','-9','-9'
'453711150147','2','-9','-9','-9','-9','-9','-9','-9'
'454711170144','2','-9','-9','-9','-9','-9','-9','-9'
'455288610144','2','-9','-9','-9','-9','-9','-9','-9'
'455502330133','2','-9','-9','-9','-9','-9','-9','-9'
'456502030133','2','-9','-9','-9','-9','-9','-9','1'
'457549240148','2','1','-9','-9','-9','-9','-9','1'
'457596800149','2','-9','-9','-9','-9','-9','-9','-9'
'459549690142','2','-9','-9','-9','-9','-9','-9','-9'
'460502230133','2','-9','-9','-9','-9','-9','-9','-9'
'460596050146','2','-9','-9','-9','-9','1','-9','-9'
'462502930133','2','-9','-9','-9','-9','-9','-9','-9'
'462549490142','2','-9','-9','-9','-9','-9','-9','-9'
'464502530133','2','-9','-9','-9','-9','-9','-9','-9'
'464579370142','2','-9','-9','-9','-9','-9','-9','-9'
'465596060140','2','-9','-9','-9','-9','-9','-9','1'
'465926770142','2','-9','-9','-9','-9','-9','-9','-9'
'466037720146','2','-9','-9','-9','-9','-9','-9','-9'
'466288640247','2','-9','-9','-9','-9','-9','-9','-9'
'466583230133','2','-9','-9','-9','-9','-9','-9','-9'
'466778930145','2','-9','-9','-9','-9','-9','-9','-9'
'467037740143','2','-9','-9','-9','-9','-9','-9','-9'
'468583030133','2','1','1','-9','-9','-9','1','1'
'469037120146','2','-9','-9','-9','-9','-9','-9','-9'
'469037380146','2','-9','-9','-9','-9','-9','-9','-9'
'469129730146','2','-9','-9','-9','-9','-9','-9','-9'
'471336230133','2','-9','-9','-9','-9','-9','-9','-9'
'471336830133','2','-9','-9','-9','-9','-9','-9','-9'
'471502330133','2','-9','-9','-9','-9','-9','-9','-9'
'471583110143','2','-9','-9','-9','-9','-9','-9','-9'
'472502730133','2','-9','-9','-9','-9','-9','-9','-9'
'472822790244','2','-9','-9','-9','-9','-9','-9','-9'
'473273550147','2','1','1','-9','-9','-9','-9','-9'
'473822560141','2','-9','-9','-9','-9','-9','-9','-9'
'473926580145','1','1','-9','-9','-9','-9','-9','-9'
'474037780140','2','-9','-9','-9','-9','-9','-9','-9'
'475500920145','2','-9','-9','-9','-9','-9','-9','-9'
'476357150147','2','1','-9','-9','-9','-9','-9','-9'
'476383380141','2','-9','-9','-9','-9','-9','-9','-9'
'476502030133','2','-9','-9','-9','-9','-9','-9','-9'
'477129700149','2','-9','-9','-9','-9','-9','-9','-9'
'477357330144','2','-9','-9','-9','-9','-9','-9','-9'
'477379400144','2','-9','-9','-9','-9','-9','-9','-9'
'477379990144','2','-9','-9','-9','-9','-9','-9','-9'
'477452400140','2','-9','-9','-9','-9','-9','-9','-9'
'477452660149','2','-9','-9','-9','-9','-9','-9','-9'
'477500550148','2','-9','-9','-9','-9','-9','-9','-9'
'477963530146','2','-9','-9','-9','-9','-9','-9','-9'
'478452020343','2','-9','-9','-9','-9','-9','-9','-9'
'478500160145','2','-9','-9','-9','-9','-9','-9','-9'
'478788120149','2','-9','-9','-9','-9','-9','-9','-9'
'478788530149','2','1','-9','1','-9','1','1','-9'
'479141750248','2','-9','-9','-9','-9','-9','-9','-9'
'479206160143','2','1','1','-9','-9','-9','1','-9'
'479515100148','2','1','-9','-9','-9','-9','-9','-9'
'479515510148','2','-9','-9','-9','-9','-9','-9','-9'
'479558240148','2','-9','-9','-9','-9','-9','-9','-9'
'479687760149','2','-9','-9','-9','-9','-9','-9','-9'
'479788550146','2','-9','-9','-9','-9','-9','-9','1'
'479828720146','2','-9','-9','-9','-9','-9','-9','1'
'479873160145','1','-9','-9','-9','-9','-9','-9','-9'
'479880980144','2','-9','-9','-9','-9','-9','-9','-9'
'479987770148','2','-9','-9','-9','-9','-9','-9','-9'
'480269740149','2','1','-9','-9','-9','-9','-9','-9'
'480383510147','2','-9','-9','-9','-9','-9','-9','-9'
'480502030133','2','-9','-9','-9','-9','-9','-9','-9'
'481242510145','2','1','1','-9','1','1','1','-9'
'481443970142','2','-9','-9','1','-9','-9','-9','-9'
'481502030133','2','-9','-9','-9','-9','-9','-9','-9'
'481532950145','2','-9','-9','-9','-9','-9','-9','-9'
'481596930133','2','-9','-9','-9','-9','-9','-9','-9'
'481730770141','1','-9','-9','-9','-9','-9','-9','-9'
'481733190143','2','-9','-9','-9','-9','-9','-9','-9'
'482053660146','2','-9','-9','-9','-9','-9','-9','-9'
'482273130147','2','-9','-9','-9','-9','-9','-9','-9'
'482502230133','2','1','-9','-9','-9','-9','-9','-9'
'482558450148','1','1','-9','-9','-9','-9','1','1'
'483206430133','2','-9','-9','-9','-9','1','-9','-9'
'483502230133','2','-9','-9','-9','-9','-9','-9','-9'
'483589300141','2','-9','-9','-9','-9','-9','-9','-9'
'483596430133','-8','-8','-9','-9','-9','-9','-9','-9'
'483649200541','2','-9','-9','-9','-9','-9','-9','-9'
'483749500140','2','-9','-9','-9','-9','-9','-9','-9'
'483910760149','2','1','-9','-9','-9','1','1','1'
'484185770147','2','-9','-9','-9','-9','-9','-9','-9'
'484196250344','2','-9','-9','-9','-9','-9','-9','-9'
'484302940143','2','-9','-9','-9','-9','-9','-9','-9'
'484346790147','2','-9','-9','-9','-9','-9','-9','-9'
'484358700147','2','-9','-9','-9','-9','-9','-9','-9'
'484443520142','2','-9','-9','-9','-9','-9','-9','-9'
'484468390146','2','-9','-9','-9','-9','-9','-9','-9'
'484671110145','2','-9','-9','-9','-9','-9','-9','-9'
'484848000147','2','-9','-9','-9','-9','-9','1','-9'
'485196030141','2','-9','-9','-9','-9','-9','-9','-9'
'485321430143','1','-9','-9','-9','-9','-9','-9','-9'
'485408720143','2','-9','-9','-9','-9','-9','-9','-9'
'485558910148','2','-9','-9','-9','-9','-9','-9','-9'
'485589310148','2','-9','-9','-9','-9','-9','-9','1'
'485694570145','2','-9','-9','-9','-9','-9','-9','-9'
'485698550144','2','1','1','-9','-9','1','-9','-9'
'485763940143','2','-9','-9','-9','-9','1','1','-9'
'485850930143','1','1','-9','-9','-9','-9','-9','-9'
'485926600147','2','1','-9','-9','-9','-9','-9','-9'
'485941730143','2','-9','-9','-9','-9','-9','-9','-9'
'486155170145','2','-9','-9','-9','-9','-9','-9','-9'
'486169720149','2','-9','-9','-9','-9','-9','-9','-9'
'486192370142','2','-9','-9','-9','-9','-9','-9','-9'
'486226930149','2','-9','-9','-9','-9','-9','-9','-9'
'486229950142','2','-9','-9','-9','-9','-9','-9','-9'
'486261980141','2','-9','-9','-9','-9','-9','-9','-9'
'486391510142','2','-9','-9','-9','-9','-9','-9','-9'
'486401540141','1','-9','-9','-9','-9','-9','1','-9'
'486671160148','2','-9','-9','-9','-9','-9','1','-9'
'486674160144','2','1','-9','-9','-9','-9','-9','-9'
'486749320140','2','-9','-9','-9','-9','-9','-9','-9'
'486763300149','2','-9','-9','-9','-9','-9','-9','-9'
'486812370145','2','-9','-9','-9','-9','-9','-9','-9'
'486846170145','2','-9','-9','-9','-9','-9','-9','-9'
'486890100147','2','1','-9','-9','-9','-9','-9','-9'
'486895980141','2','-9','-9','-9','-9','-9','-9','-9'
'487044100142','2','-9','-9','-9','-9','-9','-9','-9'
'487081780147','2','-9','1','-9','-9','-9','-9','-9'
'487121350144','2','-9','-9','-9','-9','-9','1','-9'
'487173560146','1','-9','-9','-9','-9','-9','-9','-9'
'487206530133','2','-9','-9','-9','-9','-9','-9','-9'
'487257750149','2','-9','-9','-9','-9','-9','-9','-9'
'487303930143','2','-9','-9','-9','-9','-9','-9','-9'
'487349350148','2','-9','-9','-9','-9','-9','-9','-9'
'487382100145','2','-9','-9','-9','-9','1','-9','-9'
'487443340142','2','1','1','-9','-9','-9','-9','-9'
'487474760146','2','1','-9','-9','-9','-9','-9','1'
'487489730133','2','-9','-9','-9','-9','-9','-9','-9'
'487542380148','2','1','-9','-9','-9','-9','-9','-9'
'487546750143','2','-9','1','1','-9','-9','-9','-9'
'487596730133','2','-9','-9','-9','-9','-9','-9','-9'
'487600850143','2','-9','-9','-9','-9','-9','-9','-9'
'487664990149','2','-9','-9','-9','-9','-9','-9','-9'
'487671340145','2','-9','-9','-9','-9','-9','-9','-9'
'487681330145','2','-9','-9','-9','-9','-9','-9','-9'
'487772740145','2','-9','-9','-9','-9','-9','-9','-9'
'487925160141','2','-9','-9','-9','-9','-9','-9','-9'
'487951920141','2','-9','-9','-9','-9','-9','-9','-9'
'487961990143','2','1','-9','-9','-9','-9','-9','-9'
'487962950142','2','-9','-9','-9','-9','-9','-9','-9'
'487997540141','2','-9','-9','-9','-9','-9','-9','-9'
'488007560148','2','-9','-9','-9','-9','1','-9','-9'
'488029210149','2','-9','-9','-9','-9','-9','-9','-9'
'488049760140','2','-9','-9','-9','-9','-9','-9','-9'
'488092400145','2','1','-9','-9','-9','-9','-9','-9'
'488107330146','2','1','1','1','-9','-9','1','1'
'488119770140','2','-9','-9','-9','-9','1','-9','-9'
'488127530149','1','1','-9','-9','-9','-9','-9','-9'
'488138910140','2','-9','-9','-9','-9','-9','1','1'
'488246770142','2','-9','-9','-9','-9','-9','-9','-9'
'488276820148','2','-9','-9','-9','-9','-9','-9','-9'
'488282530141','1','-9','-9','-9','-9','-9','1','-9'
'488287620148','2','-9','-9','-9','-9','-9','1','-9'
'488287870248','2','-9','-9','-9','-9','-9','-9','-9'
'488300170145','2','1','1','-9','-9','-9','-9','-9'
'488306370149','2','1','-9','-9','-9','-9','-9','-9'
'488328510141','2','-9','-9','-9','-9','-9','-9','-9'
'488343930145','2','1','-9','-9','-9','-9','-9','-9'
'488379360147','2','-9','-9','-9','-9','-9','-9','-9'
'488380140149','2','-9','-9','-9','-9','-9','-9','-9'
'488408380143','2','-9','-9','-9','-9','-9','-9','1'
'488421730145','2','-9','-9','-9','-9','-9','-9','-9'
'488433060148','2','1','-9','-9','-9','-9','-9','-9'
'488439980145','2','-9','-9','-9','-9','-9','-9','-9'
'488502030133','2','1','-9','-9','-9','-9','-9','-9'
'488502330133','2','-9','-9','-9','-9','-9','-9','-9'
'488503740146','2','1','-9','-9','-9','-9','-9','-9'
'488521130143','2','-9','-9','-9','-9','-9','-9','-9'
'488534560140','2','-9','-9','-9','-9','-9','-9','-9'
'488536730147','2','-9','-9','-9','-9','-9','-9','-9'
'488543500146','2','-9','-9','-9','-9','-9','-9','-9'
'488560260148','2','1','-9','-9','-9','-9','-9','-9'
'488606730142','2','-9','-9','-9','-9','-9','-9','-9'
'488616380140','2','-9','-9','-9','-9','-9','1','-9'
'488673710143','2','-9','-9','-9','-9','-9','-9','-9'
'488685500141','2','1','1','1','-9','1','1','1'
'488730760145','2','-9','-9','-9','-9','-9','-9','-9'
'488733960144','2','-9','-9','-9','-9','-9','-9','-9'
'488763590143','2','-9','-9','-9','-9','-9','-9','-9'
'488767580149','2','1','-9','-9','-9','1','-9','-9'
'488804580140','2','1','-9','1','-9','-9','-9','1'
'488809370142','2','-9','-9','-9','-9','-9','-9','1'
'488816530141','2','-9','-9','-9','-9','-9','-9','-9'
'488841410149','2','-9','-9','-9','-9','-9','-9','-9'
'488863410144','2','-9','-9','-9','-9','-9','-9','-9'
'488901970149','2','-9','-9','-9','-9','-9','-9','-9'
'488907420144','2','-9','-9','-9','-9','-9','-9','-9'
'488926000147','2','-9','-9','-9','-9','-9','-9','-9'
'488952720144','2','-9','-9','-9','-9','-9','-9','-9'
'488961190149','2','-9','-9','-9','-9','-9','-9','-9'
'488994730148','2','-9','-9','-9','-9','-9','-9','-9'
'489008180147','1','-9','-9','-9','-9','-9','-9','-9'
'489141360145','2','-9','-9','-9','-9','-9','-9','-9'
'489152580144','2','-9','-9','-9','-9','-9','-9','-9'
'489167910143','2','1','-9','-9','-9','-9','-9','-9'
'489173350140','1','-9','-9','-9','-9','-9','-9','-9'
'489196820141','2','-9','-9','-9','-9','-9','-9','-9'
'489270980142','2','1','-9','-9','-9','1','-9','1'
'489272880445','2','-9','-9','-9','-9','-9','-9','-9'
'489335900148','2','-9','-9','-9','-9','-9','-9','-9'
'489339330147','2','1','-9','-9','-9','-9','-9','-9'
'489407920141','2','-9','-9','-9','-9','-9','-9','-9'
'489465140144','2','1','-9','-9','-9','-9','-9','-9'
'489489300143','2','-9','-9','-9','-9','-9','-9','-9'
'489502930243','2','-9','-9','-9','-9','-9','-9','-9'
'489506590149','2','-9','-9','-9','-9','-9','-9','-9'
'489550190145','2','-9','-9','-9','-9','-9','-9','1'
'489557140141','2','1','-9','-9','-9','-9','-9','-9'
'489557550141','2','1','1','1','-9','1','1','1'
'489566380143','2','-9','-9','-9','-9','-9','-9','-9'
'489587610145','2','-9','-9','-9','-9','-9','-9','-9'
'489599710144','2','-9','-9','-9','-9','-9','-9','-9'
'489602610146','2','-9','-9','-9','-9','-9','-9','-9'
'489615180144','2','1','1','-9','-9','1','1','-9'
'489633320143','2','-9','-9','-9','-9','-9','-9','-9'
'489654300148','1','-9','-9','-9','-9','-9','-9','-9'
'489676120140','2','1','-9','-9','-9','-9','1','-9'
'489684340148','2','-9','-9','-9','-9','-9','-9','-9'
'489685760148','2','-9','-9','-9','-9','-9','-9','-9'
'489705760145','2','-9','-9','-9','-9','1','-9','-9'
'489751980142','2','-9','-9','-9','-9','-9','-9','-9'
'489810970142','2','1','-9','-9','-9','1','-9','-9'
'489812330245','2','-9','-9','-9','-9','-9','-9','-9'
'489909140143','2','-9','-9','-9','-9','-9','-9','-9'
'489909300143','2','-9','-9','-9','-9','-9','-9','-9'
'489923900149','2','-9','-9','-9','-9','-9','-9','-9'
'489928910145','2','-9','-9','-9','-9','-9','-9','-9'
'489932140148','2','-9','-9','-9','-9','-9','-9','-9'
'489932300148','2','-9','-9','-9','-9','-9','-9','-9'
'489950570149','2','1','-9','-9','-9','-9','-9','-9'
'489958570147','2','-9','-9','-9','-9','-9','-9','-9'
'489990910148','2','-9','-9','-9','-9','-9','-9','-9'
