control,XINUS,XPER,XCOND,XCOOP,XCOST,XHEAD,XREL,XTEN,XUNIT,RMOV,MOVGRP,jovgrp,jxten,jxunit,jxper,jxhead
'399575810348','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399575990645','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399577890144','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399583830133','-9',1,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'399585818086','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399585818383','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399590900348','-9',7,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399595920344','-9',5,'4','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399596030133','-9',5,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399596330133','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'399596630133','-9',1,'2','-6','3','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'399596630133','-9',1,'2','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'399597980240','-9',2,'4','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399600830123','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'399600940345','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399607910249','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399608950447','-9',5,'3','-6','2','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'399612778085','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399612778788','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'399613860441','-9',4,'3','-6','4','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'399617860248','-9',3,'3','-6','3','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'399617930113','-9',6,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399619990246','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399619990246','-9',3,'2','-6','2','2','2','2','1',2,'2','-9','-9','-9','-9','-9'
'399621970342','-9',1,'-9','-6','-9','1','-6','2','-9',-9,'1','1','1','-9','1','1'
'399622730113','-9',1,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'399623810140','-9',3,'3','-6','2','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'399625990145','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399635930113','-9',1,'2','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'399635990144','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'399637710446','-9',2,'2','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399638940348','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399638940348','-9',4,'3','-6','2','1','-6','2','1',2,'2','-9','-9','-9','1','-9'
'399645930347','-9',1,'2','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'399649970448','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399650870348','-9',3,'3','-6','2','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'399651920343','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399653818086','-9',6,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399653940644','-9',2,'1','1','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399653990349','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399656940545','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399657930113','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399659930448','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'399659939282','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399664870140','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399664870249','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399666930113','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399666990143','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399680620444','-9',4,'3','-6','3','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'399687930113','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'399688950445','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'399692880144','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399693970443','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399694980448','-9',6,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399694980448','-9',3,'3','-6','3','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'399701930147','-9',4,'3','-6','1','2','1','1','3',1,'1','-9','-9','-9','-9','-9'
'399701930147','-9',5,'3','-6','1','2','1','1','3',2,'2','-9','-9','-9','-9','-9'
'399701930147','-9',4,'3','-6','1','2','1','1','1',3,'3','-9','-9','-9','-9','-9'
'399701930444','-9',2,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399707330133','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399710030133','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399714850249','-9',8,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399716688488','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399717810447','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399717990447','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399724988083','-9',5,'3','-6','2','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399726970345','-9',2,'3','-6','2','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'399727910148','-9',6,'2','-6','1','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'399727910445','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399736860643','-9',6,'3','-6','2','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'399737930147','-9',3,'4','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399740910144','-9',2,'2','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399740910441','-9',6,'2','-6','3','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'399741940245','-9',4,'3','-6','2','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'399742850144','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399743410247','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399745600446','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399745940447','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399747030133','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399754988182','-9',3,'3','-6','3','2','2','3','3',1,'1','-9','-9','-9','-9','-9'
'399760840245','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'399763730123','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'399764930113','-9',2,'3','-6','3','-9','-6','1','1',1,'1','-9','-9','-9','1','-9'
'399764930113','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','1'
'399767900144','-9',5,'3','-6','1','2','1','2','3',1,'1','-9','-9','-9','-9','-9'
'399768960442','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399778970141','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399787970148','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399789680448','-9',3,'3','-6','4','2','2','2','1',1,'1','-9','1','-9','-9','-9'
'399792960443','-9',5,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399794820547','-9',1,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'399794900547','-9',5,'1','1','1','2','1','1','2',1,'1','-9','-9','-9','-9','-9'
'399796030133','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'399796830133','-9',3,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'399799828181','-9',5,'3','-6','3','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'399807778689','-9',4,'3','-6','1','2','1','1','3',1,'1','-9','-9','-9','-9','-9'
'399807840347','-9',3,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399807840347','-9',1,'3','-6','3','1','-6','2','3',2,'2','-9','-9','-9','-9','1'
'399808960244','-9',3,'4','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399813930113','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399816748282','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399819680444','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399819950142','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399825920541','-9',4,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399828530113','-9',1,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'399829950446','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'399831610140','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399831610249','-9',2,'3','-6','3','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'399831940240','-9',3,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399836878285','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399838748480','-9',4,'3','-6','2','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'399839810240','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399843950141','-9',6,'3','-6','2','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399843950547','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399853830123','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399855900246','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399863800145','-9',2,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399864888282','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'399865870342','-9',2,'3','-6','2','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'399872840146','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399872920443','-9',5,'3','-6','3','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'399881890243','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399882830113','-9',4,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399887728582','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'399887728582','-9',1,'3','-6','1','1','-6','1','2',2,'2','-9','-9','-9','-9','1'
'399887800142','-9',3,'3','-6','4','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'399887800142','-9',-7,'4','-6','4','-7','-6','3','1',2,'2','-9','1','-9','-9','-9'
'399894758380','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399894758786','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399901830123','-9',1,'3','-6','2','1','-6','2','3',1,'1','-9','-9','-9','-9','1'
'399906920247','-9',1,'4','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'399907950247','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399910930345','-9',5,'3','-6','3','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'399917818482','-9',2,'3','-6','1','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'399922730143','-9',4,'3','-6','2','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'399922810143','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399922810440','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399923920443','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399932720245','-9',1,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'399933970145','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399937420340','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'399937750449','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'399937910449','-9',2,'1','1','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399937948981','-9',5,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399938730133','-9',7,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'399938730133','-9',8,'3','-6','3','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'399941630123','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399941730123','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'399942718282','-9',1,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'399942718688','-9',3,'3','-6','1','2','1','1','3',1,'1','-9','-9','-9','-9','-9'
'399942960440','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399942970248','-9',5,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399942980647','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'399947750241','-9',2,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'399947948585','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399948938083','-9',2,'4','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'399948990141','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399950908686','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399951990140','-9',5,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399951990249','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399951990249','-9',3,'3','-6','3','1','-6','3','1',2,'2','-9','-9','-9','-9','-9'
'399953620141','-9',1,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','1'
'399953620141','-9',1,'3','-6','1','1','-6','1','3',2,'2','-9','-9','-9','-9','1'
'399954430133','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399956860144','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399957830123','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'399957839089','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399957930113','-9',5,'3','-6','3','2','1','1','3',1,'1','-9','-9','-9','-9','-9'
'399961890441','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'399965790346','-9',2,'3','-6','1','1','-6','3','2',1,'1','-9','-9','-9','-9','-9'
'399966768587','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399968980746','-9',2,'3','-6','3','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'399974680441','-9',1,'2','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'399977758281','-9',4,'3','-6','2','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'399977830247','-9',3,'2','-6','3','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'399977990442','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399982890444','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399982970444','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'399992958084','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'399994930548','-9',4,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'399996790245','-9',2,'3','-6','1','-9','-6','2','1',1,'1','-9','-9','-9','1','-9'
'400006130103','-9',4,'-9','-6','-9','-9','-6','3','-9',-9,'1','1','1','-9','1','-9'
'400008930141','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400013130103','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400013160140','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400013230103','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400013570140','-9',2,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'400014180140','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400022230103','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'400022330103','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400022960149','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400028130103','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'400028310144','-9',6,'4','-6','4','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400029130103','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400029180149','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400029340149','-9',2,'3','-6','1','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'400029430103','-9',6,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400029530103','-9',9,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400029630103','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400029830103','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400030140142','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400037130103','-9',2,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'400037330143','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'400041130142','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400042130103','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400049130103','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400049150149','-9',2,'3','-6','1','2','1','1','3',1,'1','-9','-9','-9','-9','-9'
'400049150149','-9',3,'3','-6','1','2','2','3','1',2,'2','-9','-9','-9','-9','-9'
'400052230103','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400052710140','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400056130103','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400058130240','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400058130349','-9',3,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'400058130349','-9',4,'3','-6','1','2','1','2','2',2,'2','-9','-9','-9','-9','-9'
'400071130103','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400071230203','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400072230103','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400074130143','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400077130103','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400107340148','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400107430103','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400107530146','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'400107730103','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400107830103','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400107930103','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'400113130103','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'400117130103','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'400118130103','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400118380142','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400123130103','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400126230103','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400126430103','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400129530103','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400130120140','-9',7,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400130130103','-9',2,'3','-6','3','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'400138330203','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400138330203','-9',2,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'400138550149','-9',7,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400138550149','-9',4,'4','-6','1','-9','-6','2','2',2,'2','-9','-9','-9','1','-9'
'400141430203','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400141530103','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400142330103','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'400144990140','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400147120147','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400158230103','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400162360147','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400168100348','-9',1,'2','-6','2','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'400168330103','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400168430103','-9',5,'1','1','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400168530103','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400173230103','-9',3,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400173330103','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400173530103','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400176130103','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400177780141','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400177780141','-9',2,'3','-6','1','2','1','2','1',2,'2','-9','-9','-9','-9','-9'
'400180130103','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400181130103','-9',6,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400181130103','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'400181230103','-9',2,'3','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'400181230103','-9',2,'3','-6','2','2','2','2','1',2,'2','-9','-9','-9','-9','-9'
'400184110148','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400193190140','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400196330103','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400196330103','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'400196930144','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400199130103','-9',3,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'400199160140','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400202540147','-9',5,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400206230103','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'400207230103','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400214130103','-9',5,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400218520140','-9',4,'2','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'400225330103','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400226130103','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400229120145','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'400230730147','-9',2,'4','-6','1','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'400230730147','-9',3,'3','-6','1','2','2','1','1',2,'2','-9','-9','-9','-9','-9'
'400239990149','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400243170149','-9',2,'3','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'400243430103','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'400253160143','-9',6,'3','-6','2','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'400260190142','-9',4,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'400261730103','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'400264120142','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
