control,XINUS,XPER,XCOND,XCOOP,XCOST,XHEAD,XREL,XTEN,XUNIT,RMOV,MOVGRP,jovgrp,jxten,jxunit,jxper,jxhead
'100871230103','-9',7,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'100871570148','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'100873130145','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'100873130145','-9',3,'3','-6','3','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'100878230103','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100881230103','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100882430103','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'100883700241','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'100889310148','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'100897230103','-9',4,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100897230203','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100901230103','-9',3,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'100901330103','-9',2,'3','-6','2','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'100903570142','-9',2,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'100903720242','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100907530103','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'100907830103','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'100909360146','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'100918330103','-9',2,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'100922330103','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100927130103','-9',3,'3','-6','3','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'100927330103','-9',5,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'100927430103','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100927830103','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100928130103','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'100928130103','-9',2,'3','-6','2','1','-6','1','1',2,'2','-9','-9','-9','-9','-9'
'100929130103','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'100929230103','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'100933230103','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100938130133','-9',-7,'2','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'100941520143','-9',6,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'100941520143','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','1'
'100944830103','-9',1,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'100944930103','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'100948330145','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'100950430103','-9',3,'4','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'100951130103','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100951510147','-9',5,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'100954530133','-9',1,'-9','-6','-9','1','-6','1','1',-9,'1','1','1','1','1','1'
'100963330103','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'100970330103','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100970530103','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'100988100140','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'100988230103','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'100988330103','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100992330103','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'100992330103','-9',4,'3','-6','1','1','-6','1','1',2,'2','-9','-9','-9','-9','-9'
'100992730148','-9',-7,'-7','-6','-7','-7','-6','2','-7',1,'1','-9','1','-9','-9','-9'
'101008160147','-9',5,'3','-6','2','2','2','2','1',1,'1','-9','-9','-9','1','-9'
'101037730103','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101037730103','-9',5,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'101037830103','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101045140148','-9',2,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101045550148','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'101059190147','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'101067940141','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101118140143','-9',3,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','1','-9'
'101162120448','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101169920140','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101216140249','-9',1,'3','-6','4','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'101238980146','-9',3,'2','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'101239960141','-9',4,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'101243120146','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'101261130103','-9',6,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'101261230203','-9',3,'4','-6','1','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'101261430103','-9',9,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'101261630103','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101261980146','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'101267970141','-9',2,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'101267970141','-9',-7,'3','-6','2','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'101272940148','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'101281160147','-9',4,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'101281160147','-9',-7,'3','-6','1','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'101283120141','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101295230103','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'101295500146','-9',9,'3','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'101302520146','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101302520146','-9',3,'3','-6','2','1','-6','2','1',2,'2','-9','-9','-9','-9','-9'
'101303190142','-9',5,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101319630103','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101319830103','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101336130103','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101336830133','-9',-8,'3','-6','4','-8','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101336930133','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101356590145','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101375970144','-9',2,'3','-6','4','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101379100144','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101379360144','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'101384590149','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101389430103','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101389530103','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101389530203','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101389530203','-9',4,'3','-6','1','1','-6','1','1',2,'2','-9','-9','-9','-9','-9'
'101389630103','-9',6,'4','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'101410030103','-9',6,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'101410140140','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101410300140','-9',1,'-9','-6','-9','1','-6','2','-9',-9,'1','1','1','-9','1','1'
'101410530103','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'101416180141','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'101430990141','-9',5,'3','-6','2','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'101433330240','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'101447960146','-9',3,'2','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'101482140240','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'101497960141','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101502030103','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101502190143','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101502430133','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'101502730133','-9',3,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101530510145','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'101550580145','-9',2,'3','-6','1','-9','-6','1','1',1,'1','-9','-9','-9','1','-9'
'101553310146','-9',4,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'101553310146','-9',4,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'101583030133','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101583430103','-9',6,'3','-6','3','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'101583630133','-9',4,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'101583730103','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'101596130133','-9',1,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'101596330133','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101596330533','-9',2,'2','-6','3','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'101596630103','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'101618910147','-9',3,'2','-6','2','2','2','1','2',1,'1','-9','-9','-9','-9','-9'
'101622770147','-9',2,'2','-6','3','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'101650500142','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'101655920146','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101664910143','-9',-7,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101714960141','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'101828930147','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'101839540143','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'101839540143','-9',3,'3','-6','3','2','2','2','3',2,'2','-9','-9','-9','-9','-9'
'101850170140','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'101850170140','-9',5,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'101889170145','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'101910110149','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'101910520149','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'101932380148','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'101941540249','-9',3,'3','-6','4','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'101941540249','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','1'
'101951120144','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'101951120144','-9',1,'3','-6','2','1','-6','2','3',2,'2','-9','-9','-9','-9','1'
'101969530147','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'102051580341','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'102089780147','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'102250910141','-9',2,'4','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'102295370143','-9',3,'4','-6','3','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'102319130103','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'102336130103','-9',5,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'102336230133','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'102336930203','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'102336930403','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'102358150147','-9',-7,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'102383750147','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'102434320142','-9',4,'2','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'102548590142','-9',2,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'102579700148','-9',4,'4','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'102641710148','-9',5,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'102757720148','-9',1,'-9','-6','-9','1','-6','3','-9',-9,'1','1','1','-9','1','1'
'102790730141','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','1'
'102790730141','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','-9'
'102809760147','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'102818730145','-9',4,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'102910390146','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'102929520146','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'102944190140','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'102944350140','-9',1,'4','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'103045180142','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'103196510144','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'103238920140','-9',3,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'103250110147','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'103261360149','-9',3,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'103261510149','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'103358580144','-9',4,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'103389190149','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'103389750140','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'103502030133','-9',3,'1','1','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'103641730145','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'103641990145','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'103751590145','-9',5,'3','-6','3','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'103755150143','-9',3,'3','-6','3','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'103755560143','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'104005710147','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'104089720141','-9',6,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'104169320140','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'104267370141','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'104267370141','-9',11,'3','-6','2','2','1','2','1',2,'2','-9','-9','-9','-9','-9'
'104512300140','-9',4,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','1','-9'
'104579740142','-9',-8,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'104579740142','-9',-7,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'104670340141','-9',2,'3','-6','1','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'104670590141','-9',4,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'104711970141','-9',7,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'104733760140','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'104809700141','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'104818370148','-9',-7,'3','-6','1','-8','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'104846730148','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'104934590143','-9',2,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'105129570146','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'105150500142','-9',3,'3','-6','3','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'105267550147','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'105389550340','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
